"subj","month","year","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","group","fai","fai_cat","avg_rain"
"petr",9,2015,"sep",0,0.0535117056856187,0.0702341137123746,0.25752508361204,0.344481605351171,0.163879598662207,0,0,0,299,0.091,"twn",6504451.17291667,"low",7.55
"petr",10,2015,"oct",0,0.0266666666666667,0.0766666666666667,0.2,0.363333333333333,0.193333333333333,0,0,0,300,0.091,"twn",5597218.68541667,"low",7.49032258064516
"petr",11,2015,"nov",0,0.0566666666666667,0.116666666666667,0.263333333333333,0.266666666666667,0.173333333333333,0.0233333333333333,0,0,300,0.091,"twn",119557042.557833,"med",9.96
"petr",12,2015,"dec",0,0.0333333333333333,0.0433333333333333,0.34,0.323333333333333,0.183333333333333,0,1,0,300,0.091,"twn",188108038.364583,"hi",5.9
"petr",1,2016,"jan",0,0.0533333333333333,0.07,0.29,0.42,0.126666666666667,0,0,0,300,0.091,"twn",187602350.308333,"hi",2.85483870967742
"petr",2,2016,"feb",0.00555555555555556,0.00277777777777778,0.00555555555555556,0.297222222222222,0.430555555555556,0.172222222222222,0,3,0,360,0.091,"twn",572666.5375,"low",1.33448275862069
"petr",3,2016,"mar",0,0.0333333333333333,0.0533333333333333,0.45,0.24,0.126666666666667,0.03,0,1,300,0.091,"twn",106302595.085417,"med",2.5
"pira",8,2015,"aug",0,0,0.0777777777777778,0.438888888888889,0.266666666666667,0.155555555555556,0,2,1,180,0.947,"gn",44096.4490384615,"low",8.24193548387097
"pira",9,2015,"sep",0,0,0,0.293333333333333,0.463333333333333,0.176666666666667,0,2,4,300,0.947,"gn",7298089.98653846,"low",7.55
"pira",10,2015,"oct",0.053125,0.0375,0.04375,0.365625,0.271875,0.1875,0,2,0,320,0.947,"gn",6099094.65192308,"low",7.49032258064516
"pira",11,2015,"nov",0.01,0,0,0.49,0.31,0.12,0.0166666666666667,2,2,300,0.947,"gn",117032983.428846,"med",9.96
"pira",12,2015,"dec",0.0633333333333333,0.0233333333333333,0.01,0.42,0.306666666666667,0.13,0,2,2,300,0.947,"gn",206628053.235577,"hi",5.9
"pira",1,2016,"jan",0.05,0,0,0.48,0.243333333333333,0.18,0,0,0,300,0.947,"gn",224542994.659615,"hi",2.85483870967742
"pira",2,2016,"feb",0.0833333333333333,0,0.0166666666666667,0.375,0.241666666666667,0.219444444444444,0.0138888888888889,6,5,360,0.947,"gn",1746739.10288462,"low",1.33448275862069
"pira",3,2016,"mar",0.143333333333333,0.0133333333333333,0.00333333333333333,0.363333333333333,0.163333333333333,0.246666666666667,0,0,1,300,0.947,"gn",40715871.9509615,"low",2.5
"renl",8,2015,"aug",0,0,0,0.472222222222222,0.25,0.222222222222222,0,0,1,180,0.263,"gn",44096.4490384615,"low",8.24193548387097
"renl",9,2015,"sep",0,0.04,0.01,0.356666666666667,0.306666666666667,0.24,0,0,0,300,0.263,"gn",7298089.98653846,"low",7.55
"renl",10,2015,"oct",0.009375,0.009375,0,0.28125,0.378125,0.265625,0,0,0,320,0.263,"gn",6099094.65192308,"low",7.49032258064516
"renl",11,2015,"nov",0.0166666666666667,0.03,0.0166666666666667,0.36,0.293333333333333,0.206666666666667,0.00333333333333333,0,1,300,0.263,"gn",117032983.428846,"med",9.96
"renl",12,2015,"dec",0.0366666666666667,0.00333333333333333,0,0.38,0.33,0.186666666666667,0,0,1,300,0.263,"gn",206628053.235577,"hi",5.9
"renl",1,2016,"jan",0.01,0,0,0.323333333333333,0.336666666666667,0.206666666666667,0,0,1,300,0.263,"gn",224542994.659615,"hi",2.85483870967742
"renl",2,2016,"feb",0.0293255131964809,0.0117302052785924,0,0.472140762463343,0.237536656891496,0.196480938416422,0,0,2,341,0.263,"gn",1746739.10288462,"low",1.33448275862069
"renl",3,2016,"mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0.233333333333333,0.22,0,0,2,300,0.263,"gn",40715871.9509615,"low",2.5
"ropa",8,2015,"aug",0,0,0,0.25,0.622222222222222,0.1,0,3,4,180,0.263,"gn",44096.4490384615,"low",8.24193548387097
"ropa",9,2015,"sep",0.00666666666666667,0.0766666666666667,0.0333333333333333,0.406666666666667,0.26,0.173333333333333,0,1,1,300,0.263,"gn",7298089.98653846,"low",7.55
"ropa",10,2015,"oct",0.015625,0.03125,0,0.390625,0.275,0.228125,0,0,0,320,0.263,"gn",6099094.65192308,"low",7.49032258064516
"ropa",11,2015,"nov",0.02,0.0466666666666667,0.04,0.423333333333333,0.28,0.15,0.0166666666666667,2,2,300,0.263,"gn",117032983.428846,"med",9.96
"ropa",12,2015,"dec",0.02,0.0233333333333333,0.05,0.473333333333333,0.22,0.156666666666667,0,1,0,300,0.263,"gn",206628053.235577,"hi",5.9
"ropa",1,2016,"jan",0.0266666666666667,0,0.00333333333333333,0.383333333333333,0.386666666666667,0.126666666666667,0,1,1,300,0.263,"gn",224542994.659615,"hi",2.85483870967742
"ropa",2,2016,"feb",0.0501392757660167,0,0.0139275766016713,0.543175487465181,0.175487465181058,0.153203342618384,0.00278551532033426,5,7,359,0.263,"gn",1746739.10288462,"low",1.33448275862069
"ropa",3,2016,"mar",0.0466666666666667,0.01,0.0133333333333333,0.593333333333333,0.14,0.14,0,0,0,300,0.263,"gn",40715871.9509615,"low",2.5
"ruki",8,2015,"aug",0.0552486187845304,0.0497237569060773,0.0331491712707182,0.292817679558011,0.359116022099448,0.132596685082873,0,0,1,181,0.273,"twn",521089.197916667,"low",8.24193548387097
"ruki",9,2015,"sep",0.0566666666666667,0,0.01,0.28,0.356666666666667,0.2,0,0,2,300,0.273,"twn",6504451.17291667,"low",7.55
"ruki",10,2015,"oct",0.0833333333333333,0.00666666666666667,0.00666666666666667,0.31,0.27,0.203333333333333,0,0,0,300,0.273,"twn",5597218.68541667,"low",7.49032258064516
"ruki",11,2015,"nov",0.0633333333333333,0,0.00333333333333333,0.37,0.306666666666667,0.166666666666667,0,2,3,300,0.273,"twn",119557042.557833,"med",9.96
"ruki",12,2015,"dec",0.0866666666666667,0.0266666666666667,0,0.316666666666667,0.283333333333333,0.196666666666667,0,0,0,300,0.273,"twn",188108038.364583,"hi",5.9
"ruki",1,2016,"jan",0.0833333333333333,0.0433333333333333,0.00666666666666667,0.373333333333333,0.286666666666667,0.156666666666667,0,0,0,300,0.273,"twn",187602350.308333,"hi",2.85483870967742
"ruki",2,2016,"feb",0.05,0,0,0.325,0.305555555555556,0.238888888888889,0,1,2,360,0.273,"twn",572666.5375,"low",1.33448275862069
"ruki",3,2016,"mar",0.116666666666667,0,0.00333333333333333,0.406666666666667,0.156666666666667,0.216666666666667,0,1,3,300,0.273,"twn",106302595.085417,"med",2.5
"safi",8,2015,"aug",0,0.00555555555555556,0.0333333333333333,0.261111111111111,0.4,0.183333333333333,0,0,2,180,0.818,"twn",521089.197916667,"low",8.24193548387097
"safi",9,2015,"sep",0,0.01875,0.08125,0.2875,0.321875,0.15,0,1,0,320,0.818,"twn",6504451.17291667,"low",7.55
"safi",10,2015,"oct",0,0.07,0.07,0.226666666666667,0.29,0.183333333333333,0,0,0,300,0.818,"twn",5597218.68541667,"low",7.49032258064516
"safi",11,2015,"nov",0,0.0142857142857143,0.0428571428571429,0.317857142857143,0.314285714285714,0.185714285714286,0,0,0,280,0.818,"twn",119557042.557833,"med",9.96
"safi",12,2015,"dec",0,0.00666666666666667,0.0133333333333333,0.323333333333333,0.37,0.183333333333333,0,0,0,300,0.818,"twn",188108038.364583,"hi",5.9
"safi",1,2016,"jan",0,0.0233333333333333,0.0266666666666667,0.356666666666667,0.363333333333333,0.16,0,0,0,300,0.818,"twn",187602350.308333,"hi",2.85483870967742
"safi",2,2016,"feb",0.00277777777777778,0.05,0.0611111111111111,0.355555555555556,0.252777777777778,0.197222222222222,0,1,0,360,0.818,"twn",572666.5375,"low",1.33448275862069
"safi",3,2016,"mar",0,0.0533333333333333,0.04,0.346666666666667,0.276666666666667,0.176666666666667,0,0,0,300,0.818,"twn",106302595.085417,"med",2.5
"sevi",8,2015,"aug",0,0.0666666666666667,0.0611111111111111,0.261111111111111,0.316666666666667,0.177777777777778,0,0,0,180,0.87,"tws",7755239.42916667,"low",8.24193548387097
"sevi",9,2015,"sep",0,0.0933333333333333,0.0533333333333333,0.22,0.393333333333333,0.153333333333333,0,0,1,300,0.87,"tws",13291529.0777778,"low",7.55
"sevi",10,2015,"oct",0,0.003125,0.025,0.315625,0.346875,0.1875,0,0,0,320,0.87,"tws",8685715.30416667,"low",7.49032258064516
"sevi",11,2015,"nov",0.0233333333333333,0,0.00666666666666667,0.296666666666667,0.37,0.18,0,1,2,300,0.87,"tws",131187483.281444,"med",9.96
"sevi",12,2015,"dec",0.0166666666666667,0.0166666666666667,0.0433333333333333,0.323333333333333,0.293333333333333,0.186666666666667,0,0,1,300,0.87,"tws",237582652.334722,"hi",5.9
"sevi",1,2016,"jan",0.0199335548172757,0,0.00996677740863787,0.3421926910299,0.352159468438538,0.196013289036545,0,3,2,301,0.87,"tws",238110609.245833,"hi",2.85483870967742
"sevi",2,2016,"feb",0.00819672131147541,0.00819672131147541,0.0327868852459016,0.311475409836066,0.349726775956284,0.188524590163934,0,2,0,366,0.87,"tws",3108847.49027778,"low",1.33448275862069
"sevi",3,2016,"mar",0.00668896321070234,0.0234113712374582,0.0100334448160535,0.331103678929766,0.301003344481605,0.190635451505017,0,0,2,299,0.87,"tws",108977575.177778,"med",2.5
"spad",8,2015,"aug",0,0.0773480662983425,0.143646408839779,0.408839779005525,0.176795580110497,0.160220994475138,0,1,2,181,0.368,"gn",44096.4490384615,"low",8.24193548387097
"spad",9,2015,"sep",0,0.0866666666666667,0.0733333333333333,0.293333333333333,0.323333333333333,0.18,0,0,0,300,0.368,"gn",7298089.98653846,"low",7.55
"spad",10,2015,"oct",0.003125,0.0125,0.025,0.2875,0.425,0.178125,0,3,4,320,0.368,"gn",6099094.65192308,"low",7.49032258064516
"spad",11,2015,"nov",0,0.0333333333333333,0.0466666666666667,0.36,0.313333333333333,0.183333333333333,0,0,0,300,0.368,"gn",117032983.428846,"med",9.96
"spad",12,2015,"dec",0,0.0102739726027397,0.0513698630136986,0.376712328767123,0.321917808219178,0.198630136986301,0,0,3,292,0.368,"gn",206628053.235577,"hi",5.9
"spad",1,2016,"jan",0,0,0,0.243333333333333,0.476666666666667,0.196666666666667,0,2,1,300,0.368,"gn",224542994.659615,"hi",2.85483870967742
"spad",2,2016,"feb",0,0.0416666666666667,0.0833333333333333,0.327777777777778,0.322222222222222,0.161111111111111,0,3,7,360,0.368,"gn",1746739.10288462,"low",1.33448275862069
"spad",3,2016,"mar",0.00664451827242525,0.0132890365448505,0.0166112956810631,0.401993355481728,0.292358803986711,0.182724252491694,0,1,0,301,0.368,"gn",40715871.9509615,"low",2.5
"spor",8,2015,"aug",0,0.0220994475138122,0,0.49171270718232,0.237569060773481,0.165745856353591,0,0,0,181,0.368,"gn",44096.4490384615,"low",8.24193548387097
"spor",9,2015,"sep",0,0.112956810631229,0.0199335548172757,0.299003322259136,0.315614617940199,0.209302325581395,0,0,0,301,0.368,"gn",7298089.98653846,"low",7.55
"spor",10,2015,"oct",0,0.0125,0.059375,0.309375,0.415625,0.1625,0,0,1,320,0.368,"gn",6099094.65192308,"low",7.49032258064516
"spor",11,2015,"nov",0,0.05,0,0.433333333333333,0.183333333333333,0.233333333333333,0.02,0,0,300,0.368,"gn",117032983.428846,"med",9.96
"spor",12,2015,"dec",0,0.0566666666666667,0.0133333333333333,0.356666666666667,0.27,0.196666666666667,0,0,0,300,0.368,"gn",206628053.235577,"hi",5.9
"spor",1,2016,"jan",0.0133333333333333,0.0166666666666667,0,0.37,0.283333333333333,0.223333333333333,0,0,2,300,0.368,"gn",224542994.659615,"hi",2.85483870967742
"spor",2,2016,"feb",0.00555555555555556,0.0361111111111111,0.0138888888888889,0.444444444444444,0.2,0.230555555555556,0,0,0,360,0.368,"gn",1746739.10288462,"low",1.33448275862069
"spor",3,2016,"mar",0.02,0.0166666666666667,0.02,0.3,0.333333333333333,0.2,0,0,0,300,0.368,"gn",40715871.9509615,"low",2.5
"stel",8,2015,"aug",0,0.035,0.025,0.29,0.44,0.15,0,0,4,200,0.684,"gn",44096.4490384615,"low",8.24193548387097
"stel",9,2015,"sep",0,0.0433333333333333,0.0466666666666667,0.34,0.27,0.226666666666667,0,0,0,300,0.684,"gn",7298089.98653846,"low",7.55
"stel",10,2015,"oct",0.00940438871473354,0.0282131661442006,0.0376175548589342,0.313479623824451,0.341692789968652,0.213166144200627,0,0,0,319,0.684,"gn",6099094.65192308,"low",7.49032258064516
"stel",11,2015,"nov",0,0,0,0.356666666666667,0.336666666666667,0.22,0,1,0,300,0.684,"gn",117032983.428846,"med",9.96
"stel",12,2015,"dec",0.00333333333333333,0,0,0.343333333333333,0.383333333333333,0.193333333333333,0,0,0,300,0.684,"gn",206628053.235577,"hi",5.9
"stel",1,2016,"jan",0.02,0,0.00333333333333333,0.38,0.303333333333333,0.21,0,0,1,300,0.684,"gn",224542994.659615,"hi",2.85483870967742
"stel",2,2016,"feb",0.0166666666666667,0.0194444444444444,0.0333333333333333,0.391666666666667,0.269444444444444,0.208333333333333,0,1,5,360,0.684,"gn",1746739.10288462,"low",1.33448275862069
"stel",3,2016,"mar",0.0866666666666667,0.02,0.01,0.36,0.17,0.24,0,0,1,300,0.684,"gn",40715871.9509615,"low",2.5
"stre",8,2015,"aug",0,0,0.0388888888888889,0.411111111111111,0.322222222222222,0.133333333333333,0,0,2,180,0.684,"gn",44096.4490384615,"low",8.24193548387097
"stre",9,2015,"sep",0,0.106666666666667,0.0766666666666667,0.29,0.353333333333333,0.123333333333333,0,0,4,300,0.684,"gn",7298089.98653846,"low",7.55
"stre",10,2015,"oct",0,0.01875,0,0.30625,0.340625,0.21875,0,0,0,320,0.684,"gn",6099094.65192308,"low",7.49032258064516
"stre",11,2015,"nov",0,0.01,0.0733333333333333,0.323333333333333,0.323333333333333,0.193333333333333,0,0,0,300,0.684,"gn",117032983.428846,"med",9.96
"stre",12,2015,"dec",0,0.0166666666666667,0.0333333333333333,0.406666666666667,0.23,0.243333333333333,0,0,2,300,0.684,"gn",206628053.235577,"hi",5.9
"stre",1,2016,"jan",0,0.04,0.0633333333333333,0.45,0.176666666666667,0.19,0,0,0,300,0.684,"gn",224542994.659615,"hi",2.85483870967742
"stre",2,2016,"feb",0.00277777777777778,0.0555555555555556,0.0722222222222222,0.419444444444444,0.213888888888889,0.172222222222222,0,3,1,360,0.684,"gn",1746739.10288462,"low",1.33448275862069
"stre",3,2016,"mar",0.00666666666666667,0.0366666666666667,0.0866666666666667,0.52,0.1,0.2,0,0,0,300,0.684,"gn",40715871.9509615,"low",2.5
"tatu",8,2015,"aug",0.0833333333333333,0,0,0.272222222222222,0.394444444444444,0.166666666666667,0,2,1,180,1,"tws",7755239.42916667,"low",8.24193548387097
"tatu",9,2015,"sep",0,0.0166666666666667,0.00333333333333333,0.443333333333333,0.283333333333333,0.18,0.00333333333333333,0,0,300,1,"tws",13291529.0777778,"low",7.55
"tatu",10,2015,"oct",0.00623052959501558,0.0124610591900312,0.00934579439252336,0.395638629283489,0.26791277258567,0.21183800623053,0,0,4,321,1,"tws",8685715.30416667,"low",7.49032258064516
"tatu",11,2015,"nov",0,0.0233333333333333,0.01,0.363333333333333,0.266666666666667,0.2,0,1,0,300,1,"tws",131187483.281444,"med",9.96
"tatu",12,2015,"dec",0.0566666666666667,0.00333333333333333,0,0.38,0.296666666666667,0.186666666666667,0,1,3,300,1,"tws",237582652.334722,"hi",5.9
"tatu",1,2016,"jan",0.0166666666666667,0,0,0.343333333333333,0.396666666666667,0.18,0,0,0,300,1,"tws",238110609.245833,"hi",2.85483870967742
"tatu",2,2016,"feb",0.0138888888888889,0.00277777777777778,0,0.394444444444444,0.327777777777778,0.177777777777778,0,5,4,360,1,"tws",3108847.49027778,"low",1.33448275862069
"tatu",3,2016,"mar",0.0267558528428094,0.00668896321070234,0,0.387959866220736,0.25752508361204,0.22742474916388,0.00334448160535117,1,0,299,1,"tws",108977575.177778,"med",2.5
"tesl",8,2015,"aug",0,0.00555555555555556,0,0.238888888888889,0.372222222222222,0.283333333333333,0,0,2,180,1,"tws",7755239.42916667,"low",8.24193548387097
"tesl",9,2015,"sep",0,0.046875,0.003125,0.325,0.253125,0.26875,0,2,0,320,1,"tws",13291529.0777778,"low",7.55
"tesl",10,2015,"oct",0,0.1,0.028125,0.290625,0.275,0.171875,0,0,1,320,1,"tws",8685715.30416667,"low",7.49032258064516
"tesl",11,2015,"nov",0,0.0733333333333333,0.0566666666666667,0.25,0.313333333333333,0.193333333333333,0,1,0,300,1,"tws",131187483.281444,"med",9.96
"tesl",12,2015,"dec",0.00333333333333333,0.0133333333333333,0.00333333333333333,0.29,0.376666666666667,0.176666666666667,0,0,0,300,1,"tws",237582652.334722,"hi",5.9
"tesl",1,2016,"jan",0.0166666666666667,0.05,0.01,0.33,0.3,0.206666666666667,0,2,1,300,1,"tws",238110609.245833,"hi",2.85483870967742
"tesl",2,2016,"feb",0,0.00526315789473684,0.00263157894736842,0.334210526315789,0.394736842105263,0.157894736842105,0,1,2,380,1,"tws",3108847.49027778,"low",1.33448275862069
"tesl",3,2016,"mar",0.0566666666666667,0.0366666666666667,0.0566666666666667,0.376666666666667,0.173333333333333,0.183333333333333,0.0433333333333333,2,1,300,1,"tws",108977575.177778,"med",2.5
"ting",10,2015,"oct",0.021875,0.021875,0.01875,0.41875,0.278125,0.1625,0,1,1,320,0.526,"gn",6099094.65192308,"low",7.49032258064516
"ting",11,2015,"nov",0.0132890365448505,0.0332225913621262,0,0.435215946843854,0.345514950166113,0.129568106312292,0,0,1,301,0.526,"gn",117032983.428846,"med",9.96
"ting",12,2015,"dec",0.01,0,0.00333333333333333,0.413333333333333,0.28,0.203333333333333,0,2,0,300,0.526,"gn",206628053.235577,"hi",5.9
"ting",1,2016,"jan",0.0266666666666667,0.00333333333333333,0.00333333333333333,0.503333333333333,0.19,0.203333333333333,0,0,1,300,0.526,"gn",224542994.659615,"hi",2.85483870967742
"ting",2,2016,"feb",0.00833333333333333,0.0416666666666667,0.0194444444444444,0.475,0.233333333333333,0.188888888888889,0,9,3,360,0.526,"gn",1746739.10288462,"low",1.33448275862069
"ting",3,2016,"mar",0.0635451505016722,0,0,0.270903010033445,0.284280936454849,0.274247491638796,0.0468227424749164,0,1,299,0.526,"gn",40715871.9509615,"low",2.5
