"group","subj","date","time","sample_number","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","stdsg_CP","cp_note","month","year"
"gn","dann",2015-08-21,2022-02-22 10:22:00,26,0.39,35,1,2016-10-26,10,3,"11/16/16",18630,3,32502.49531,14259.19861,"",8,2015
"twn","safi",2015-08-21,2022-02-22 12:47:00,27,0.39,31,1,2016-10-26,10,3,"11/16/16",6270.25,3,10939.27918,5418.430042,"",8,2015
"tws","bong",2015-08-24,2022-02-22 08:50:00,29,0.46,27,2,2016-10-27,10,3,"11/16/16",1887.77,3,2792.284753,1872.990711,"",8,2015
"gn","ropa",2015-08-24,2022-02-22 16:04:00,30,0.62,23,2,2016-10-27,10,3,"11/16/16",58418.8,3,64110.53464,68041.69176,"",8,2015
"tws","peke",2015-08-25,2022-02-22 10:57:00,32,0.59,26,2,2016-10-27,10,3,"11/16/16",8927.69,4,10295.69211,9198.479847,"",8,2015
"tws","blas",2015-08-25,2022-02-22 11:13:00,33,0.84,29,2,2016-10-27,10,3,"11/16/16",5225.77,4,4232.914163,4827.281231,"",8,2015
"tws","fris",2015-08-26,2022-02-22 12:51:00,35,0.58,24,2,2016-10-27,10,3,"11/16/16",3188.8,4,3740.828035,3559.314363,"",8,2015
"twn","keny",2015-08-28,2022-02-22 10:39:00,42,0.84,26,2,2016-10-27,10,3,"11/16/16",3765,4,3049.679152,3879.197936,"",8,2015
"tws","brog",2015-08-28,2022-02-22 12:01:00,44,0.65,24,2,2016-10-27,10,3,"11/16/16",2425.29,4,2538.743216,2707.090295,"",8,2015
"tws","peke",2015-08-28,2022-02-22 12:24:00,45,0.84,32,2,2016-10-27,10,3,"11/16/16",5202.92,4,4214.405486,4355.594868,"",8,2015
"gn","spor",2015-08-31,2022-02-22 11:21:00,47,0.49,27,2,2016-10-27,10,3,"11/16/16",2955.06,4,4103.35111,2931.924932,"",8,2015
"twn","ruki",2015-09-01,2022-02-22 15:03:00,50,0.8,22,2,2016-10-27,10,3,"11/16/16",1310.38,4,1114.488843,1595.603141,"",9,2015
"twn","amos",2015-09-04,2022-02-22 12:49:00,55,0.64,27,2,2016-10-27,10,3,"11/16/16",2537.27,4,2697.460954,2517.405796,"",9,2015
"tws","burn",2015-09-04,2022-02-22 11:48:00,57,0.54,23,2,2016-10-27,10,3,"11/16/16",2549.04,4,3211.821102,2968.924284,"",9,2015
"gn","ropa",2015-09-07,2022-02-22 13:40:00,60,0.51,33,2,2016-10-27,10,3,"11/16/16",4051.68,4,5405.46946,3289.057797,"",9,2015
"gn","renl",2015-09-07,2022-02-22 14:05:00,63,0.46,25,2,2016-10-27,10,3,"11/16/16",2101.63,4,3108.614611,2251.99052,"",9,2015
"twn","petr",2015-09-07,2022-02-22 11:30:00,65,0.84,33,2,2016-10-27,10,3,"11/16/16",9282.2,4,7518.653871,7535.069968,"",9,2015
"gn","renl",2015-09-08,2022-02-22 10:44:00,67,0.31,23,2,2016-10-27,10,3,"11/16/16",1651.78,4,3625.42534,1923.865359,"",9,2015
"gn","mole",2015-09-09,2022-02-22 11:56:00,70,0.32,23,2,2016-10-27,10,3,"11/16/16",2316.9,4,4926.355716,2698.545599,"",9,2015
"gn","spor",2015-09-14,2022-02-22 09:40:00,75,0.79,31,2,2016-10-27,10,3,"11/16/16",54404.6,4,46857.2705,47013.67873,"",9,2015
"tws","tatu",2015-09-16,2022-02-22 11:21:00,78,1.64,31,2,2016-10-27,10,3,"11/16/16",13507.6,4,5604.060301,11672.57855,"",9,2015
"tws","bike",2015-09-17,2022-02-22 12:30:00,80,0.71,31,2,2016-10-27,10,3,"11/16/16",15213.5,4,14579.38641,13146.73026,"",9,2015
"twn","petr",2015-09-17,2022-02-22 12:38:00,81,0.33,23,2,2016-10-27,10,3,"11/16/16",5212.01,4,10746.31971,6070.545405,"",9,2015
"tws","atom",2015-09-17,2022-02-22 16:17:00,82,0.86,30,2,2016-10-27,10,3,"11/16/16",4697.81,4,3716.767999,4194.9279,"",9,2015
"tws","bong",2015-09-18,2022-02-22 12:20:00,86,0.64,25,2,2016-10-27,10,3,"11/16/16",3042.88,4,3234.992724,3260.581984,"",9,2015
"tws","boyd",2015-09-22,2022-02-22 11:11:00,87,0.66,30,2,2016-10-27,10,3,"11/16/16",2544.74,4,2623.420678,2272.335583,"",9,2015
"twn","ruki",2015-09-22,2022-02-22 11:40:00,88,0.89,32,2,2016-10-27,10,3,"11/16/16",2205.19,4,1685.871482,1846.062259,"",9,2015
"twn","safi",2015-09-22,2022-02-22 11:40:00,89,0.74,33,2,2016-10-27,10,3,"11/16/16",4025.09,4,3700.942453,3267.472666,"",9,2015
"tws","fris",2015-09-24,2022-02-22 11:45:00,90,0.8,26,2,2016-10-27,10,3,"11/16/16",7779.87,4,6616.842686,8015.844794,"",9,2015
"tws","boyd",2015-09-25,2022-02-22 14:55:00,91,0.59,31,2,2016-10-27,10,3,"11/16/16",3416.47,4,3939.980354,2952.339011,"",9,2015
"tws","bong",2015-09-28,2022-02-22 09:43:00,92,0.58,22,2,2016-10-27,10,3,"11/16/16",4634.7,4,5437.034525,5643.509424,"",9,2015
"tws","bike",2015-09-28,2022-02-22 10:00:00,95,0.61,29,2,2016-10-27,10,3,"11/16/16",7286.56,4,8127.578387,6730.926605,"",9,2015
"gn","pira",2015-09-29,2022-02-22 16:10:00,101,0.88,32,3,2016-10-28,10,3,"11/16/16",4019.41,4,3107.764439,3364.826207,"",9,2015
"twn","allo",2015-09-30,2022-02-22 09:01:00,102,0.38,30,3,2016-10-28,10,3,"11/16/16",3783.27,4,6774.109249,3378.285813,"",9,2015
"gn","spad",2015-09-30,2022-02-22 09:52:00,103,0.44,36,3,2016-10-28,10,3,"11/16/16",3820.11,4,5907.33566,2842.651863,"",9,2015
"gn","dann",2015-09-30,2022-02-22 10:50:00,104,0.52,26,3,2016-10-28,10,3,"11/16/16",3703.92,4,4846.483189,3816.265291,"",9,2015
"twn","pam",2015-09-30,2022-02-22 09:46:00,107,0.85,36,3,2016-10-28,10,3,"11/16/16",12799.1,4,10245.40104,9524.1722,"",9,2015
"twn","davi",2015-10-01,2022-02-22 12:30:00,110,0.36,24,11,2016-11-04,10,3,"11/16/16",8177.99,4,15456.54885,9128.210383,"",10,2015
"twn","keny",2015-10-01,2022-02-22 14:24:00,114,0.25,27,11,2016-11-04,10,3,"11/16/16",4234.17,4,11523.82723,4201.020822,"",10,2015
"gn","dext",2015-10-02,2022-02-22 12:30:00,118,0.44,27,3,2016-10-28,10,3,"11/16/16",3189.73,4,4932.529632,3164.757709,"",10,2015
"gn","mole",2015-10-02,2022-02-22 11:30:00,119,0.47,24,3,2016-10-28,10,3,"11/16/16",2120.81,4,3070.240251,2367.232029,"",10,2015
"tws","boyd",2015-10-02,2022-02-22 12:30:00,120,0.79,25,3,2016-10-28,10,3,"11/16/16",3012.43,4,2594.527804,3227.953447,"",10,2015
"twn","onyx",2015-10-02,2022-02-22 11:45:00,121,0.47,27,3,2016-10-28,10,3,"11/16/16",5163.66,4,7475.293295,5123.233875,"",10,2015
"tws","dubl",2015-10-05,2022-02-22 14:45:00,123,0.98,24,3,2016-10-28,10,3,"11/16/16",6107,4,4240.043388,6816.58706,"",10,2015
"tws","brav",2015-10-05,2022-02-22 16:37:00,126,0.67,32,3,2016-10-28,10,3,"11/16/16",10303.2,4,10463.23029,8625.265244,"",10,2015
"twn","keny",2015-10-06,2022-02-22 11:10:00,129,0.63,27,3,2016-10-28,10,3,"11/16/16",17493.2,4,18892.8366,17356.24631,"",10,2015
"gn","renl",2015-10-06,2022-02-22 09:30:00,130,0.58,26,3,2016-10-28,10,3,"11/16/16",2956.79,4,3468.653702,3046.473749,"",10,2015
"gn","mayh",2015-10-06,2022-02-22 10:32:00,132,0.37,22,3,2016-10-28,10,3,"11/16/16",4679.47,4,8605.248172,5698.024261,"",10,2015
"tws","burn",2015-10-06,2022-02-22 08:53:00,133,1.01,31,3,2016-10-28,10,3,"11/16/16",14397.9,4,9699.4305,12441.93037,"",10,2015
"twn","pam",2015-10-06,2022-02-22 15:43:00,135,0.74,30,3,2016-10-28,10,3,"11/16/16",42086,4,38696.74072,37580.85908,"",10,2015
"twn","amos",2015-10-06,2022-02-22 16:00:00,136,0.52,29,3,2016-10-28,10,3,"11/16/16",10683.5,4,13979.08247,9868.834455,"",10,2015
"gn","spad",2015-10-06,2022-02-22 14:39:00,137,0.66,30,3,2016-10-28,10,3,"11/16/16",3465.22,4,3572.360949,3094.281816,"",10,2015
"tws","burn",2015-10-07,2022-02-22 10:24:00,139,1.02,34,3,2016-10-28,10,3,"11/16/16",8752.33,4,5838.374762,6895.965411,"",10,2015
"tws","bike",2015-10-07,2022-02-22 12:20:00,140,0.68,29,3,2016-10-28,10,3,"11/16/16",3681.32,4,3683.520693,3400.602579,"",10,2015
"gn","ropa",2015-10-07,2022-02-22 14:58:00,142,0.46,23,3,2016-10-28,10,4,"11/18/16",9865.89,5,14593.07766,11491.02423,"",10,2015
"gn","stel",2015-10-08,2022-02-22 12:02:00,146,0.61,26,3,2016-10-28,10,4,"11/18/16",4145.71,5,4624.209915,4271.455425,"",10,2015
"tws","peke",2015-10-08,2022-02-22 10:42:00,148,0.83,31,3,2016-10-28,10,4,"11/18/16",2913.61,5,2388.480957,2517.793063,"",10,2015
"tws","bike",2015-10-08,2022-02-22 12:04:00,149,1.1,32,3,2016-10-28,10,4,"11/18/16",14049.9,5,8690.584856,11761.79383,"",10,2015
"tws","dame",2015-10-08,2022-02-22 10:28:00,150,0.68,23,3,2016-10-28,10,4,"11/18/16",2955.14,5,2956.906583,3441.918098,"",10,2015
"tws","boyd",2015-10-08,2022-02-22 11:42:00,152,0.7,26,3,2016-10-28,10,4,"11/18/16",1979.08,5,1923.684149,2039.10838,"",10,2015
"tws","brog",2015-10-08,2022-02-22 16:25:00,153,1.01,30,3,2016-10-28,10,4,"11/18/16",2415.04,5,1626.939528,2156.519458,"",10,2015
"tws","sevi",2015-10-08,2022-02-22 14:42:00,154,0.52,34,3,2016-10-28,10,4,"11/18/16",5676.5,5,7427.552924,4472.517336,"",10,2015
"tws","bike",2015-10-08,2022-02-22 15:53:00,155,0.65,30,3,2016-10-28,10,4,"11/18/16",14361.5,5,15033.32001,12824.15786,"",10,2015
"tws","dame",2015-10-09,2022-02-22 09:35:00,157,0.91,34,3,2016-10-28,10,4,"11/18/16",3389.44,5,2534.282441,2670.541559,"",10,2015
"tws","atom",2015-10-09,2022-02-22 11:56:00,158,0.92,32,3,2016-10-28,10,4,"11/18/16",12542.7,5,9276.233324,10500.04992,"",10,2015
"twn","pam",2015-10-09,2022-02-22 10:58:00,159,0.45,31,3,2016-10-28,10,4,"11/18/16",13469.3,5,20365.77628,11639.48164,"",10,2015
"twn","allo",2015-10-09,2022-02-22 14:52:00,160,0.69,23,3,2016-10-28,10,4,"11/18/16",650.67,5,641.6233333,757.85,"",10,2015
"gn","pira",2015-10-12,2022-02-22 10:53:00,164,0.7,31,3,2016-10-28,10,4,"11/18/16",6360.48,5,6182.445659,5496.402203,"",10,2015
"twn","davi",2015-10-13,2022-02-22 11:46:00,166,0.28,26,3,2016-10-28,10,4,"11/18/16",8516.88,5,20696.21624,8775.209381,"",10,2015
"twn","onyx",2015-10-13,2022-02-22 09:55:00,168,0.5,32,3,2016-10-28,10,4,"11/18/16",9514.61,5,12947.60506,7965.101613,"",10,2015
"tws","brav",2015-10-13,2022-02-22 15:06:00,172,0.74,22,4,2016-11-01,10,4,"11/18/16",3345.93,5,3076.476397,4074.220011,"",10,2015
"tws","burn",2015-10-15,2022-02-22 09:05:00,174,0.6,26,4,2016-11-01,10,4,"11/18/16",6035.12,5,6843.891501,6218.173984,"",10,2015
"gn","dann",2015-10-16,2022-02-22 11:40:00,181,0.28,23,4,2016-11-01,10,4,"11/18/16",4184.28,5,10167.8976,4873.525133,"",10,2015
"twn","king",2015-10-19,2022-02-22 12:10:00,182,0.48,31,4,2016-11-01,10,4,"11/18/16",3703.04,5,5249.109377,3199.97818,"",10,2015
"tws","fris",2015-10-20,2022-02-22 11:12:00,185,1.52,27,4,2016-11-01,10,4,"11/18/16",4473.62,5,2002.552727,4438.596176,"",10,2015
"gn","stre",2015-10-22,2022-02-22 11:14:00,191,0.44,25,4,2016-11-01,10,4,"11/18/16",2412.85,5,3731.179167,2585.476667,"",10,2015
"tws","fris",2015-10-22,2022-02-22 12:10:00,192,0.62,36,4,2016-11-01,10,4,"11/18/16",37412.3,5,41057.3746,27839.55025,"",10,2015
"gn","stel",2015-10-26,2022-02-22 12:26:00,199,0.84,24,4,2016-11-01,10,4,"11/18/16",3081.49,5,2496.03076,3439.535755,"",10,2015
"twn","petr",2015-10-28,2022-02-22 11:03:00,206,0.72,36,5,2016-11-01,10,4,"11/18/16",5869.41,5,5546.645471,4367.593936,"",10,2015
"gn","stre",2015-10-29,2022-02-22 12:40:00,214,0.56,25,5,2016-11-01,10,4,"11/18/16",2564.33,5,3115.690733,2747.79426,"",10,2015
"twn","keny",2015-11-03,2022-02-22 12:36:00,219,0.68,30,5,2016-11-01,10,4,"11/18/16",1540.39,5,1541.310845,1375.497304,"",11,2015
"tws","burn",2015-11-09,2022-02-22 12:26:00,225,1.42,36,5,2016-11-01,10,4,"11/18/16",7739.13,5,3708.277738,5758.905454,"",11,2015
"tws","bong",2015-11-11,2022-02-22 12:00:00,227,0.66,22,5,2016-11-01,10,4,"11/18/16",3289.82,5,3391.537765,4005.896859,"",11,2015
"tws","atom",2015-11-12,2022-02-22 10:55:00,228,0.92,26,5,2016-11-01,10,4,"11/18/16",1765.18,5,1305.47821,1818.720482,"",11,2015
"twn","safi",2015-11-12,2022-02-22 11:56:00,229,0.78,28,5,2016-11-01,10,4,"11/18/16",7112.57,5,6204.408832,6804.854283,"",11,2015
"gn","spad",2015-11-18,2022-02-22 12:00:00,232,0.72,26,5,2016-11-01,10,4,"11/18/16",14339.9,5,13551.33504,14774.85006,"",11,2015
"twn","kabu",2015-11-18,2022-02-22 14:10:00,235,0.86,26,5,2016-11-01,10,4,"11/18/16",6930.36,5,5483.095372,7140.567917,"",11,2015
"twn","petr",2015-11-18,2022-02-22 14:17:00,236,0.8,31,5,2016-11-01,10,4,"11/18/16",6938.64,5,5901.369732,5996.018568,"",11,2015
"gn","ting",2015-11-18,2022-02-22 16:40:00,237,1.04,33,5,2016-11-01,10,4,"11/18/16",10388.4,5,6796.475891,8433.056911,"",11,2015
"tws","blas",2015-11-23,2022-02-22 12:30:00,242,1.62,36,5,2016-11-01,10,4,"11/18/16",5508.05,5,2313.403114,4098.695743,"",11,2015
"tws","peke",2015-11-23,2022-02-22 12:03:00,243,1.48,26,5,2016-11-01,10,4,"11/18/16",7072.12,5,3251.294896,7286.627705,"",11,2015
"tws","fris",2015-11-23,2022-02-22 10:00:00,245,1.52,26,5,2016-11-01,10,4,"11/18/16",11384.4,5,5096.065661,11729.70544,"",11,2015
"tws","brav",2015-11-23,2022-02-22 15:15:00,246,1.16,25,5,2016-11-01,10,4,"11/18/16",17257.3,5,10122.39583,18491.96862,"",11,2015
"tws","tatu",2015-11-23,2022-02-22 14:30:00,247,0.94,30,5,2016-11-01,10,4,"11/18/16",5896.81,5,4268.327529,5265.579661,"",11,2015
"tws","boyd",2015-11-23,2022-02-22 15:35:00,248,0.58,24,5,2016-11-01,10,4,"11/18/16",3298.44,5,3869.448326,3681.693699,"",11,2015
"twn","keny",2015-11-25,2022-02-22 14:45:00,256,0.86,23,5,2016-11-01,10,4,"11/18/16",2680.48,5,2120.716309,3122.015412,"",11,2015
"gn","ropa",2015-11-26,2022-02-22 12:40:00,258,0.76,24,5,2016-11-01,10,4,"11/18/16",14926.9,5,13363.63138,16661.29251,"",11,2015
"gn","dean",2015-11-26,2022-02-22 14:10:00,259,0.72,24,5,2016-11-01,10,4,"11/18/16",13759.8,5,13003.1353,15358.58435,"",11,2015
"gn","dext",2015-11-26,2022-02-22 09:30:00,260,0.8,24,5,2016-11-01,10,4,"11/18/16",13593.2,5,11561.12711,15172.62669,"",11,2015
"gn","mole",2015-11-26,2022-02-22 14:28:00,262,1.06,28,5,2016-11-01,10,4,"11/18/16",4145.4,5,2660.902945,3966.054878,"",11,2015
"twn","pam",2015-12-01,2022-02-22 10:50:00,266,0.78,32,5,2016-11-01,10,4,"11/18/16",27739.9,5,24197.95946,23222.29942,"",12,2015
"twn","safi",2015-12-01,2022-02-22 10:11:00,267,0.54,22,5,2016-11-01,10,4,"11/18/16",6076.74,5,7656.765592,7399.430266,"",12,2015
"tws","dame",2015-12-03,2022-02-22 11:27:00,268,1.24,26,5,2016-11-01,10,4,"11/18/16",5975.49,5,3278.840533,6156.735319,"",12,2015
"gn","dean",2015-12-03,2022-02-22 14:20:00,272,0.84,31,5,2016-11-01,10,4,"11/18/16",15077.8,5,12213.13475,13029.46525,"",12,2015
"gn","mayh",2015-12-04,2022-02-22 12:00:00,274,1.08,31,5,2016-11-01,10,4,"11/18/16",7188.34,6,4528.69749,6211.796564,"",12,2015
"tws","sevi",2015-12-04,2022-02-22 15:42:00,279,1.64,31,6,2016-11-02,10,4,"11/18/16",3834.76,6,1590.972955,3313.803881,"",12,2015
"twn","keny",2015-12-07,2022-02-22 10:23:00,284,0.76,22,6,2016-11-02,10,4,"11/18/16",4637.77,6,4152.064306,5647.247653,"",12,2015
"tws","bike",2015-12-07,2022-02-22 12:28:00,286,1.18,26,6,2016-11-02,10,4,"11/18/16",4193.75,6,2418.182014,4320.952548,"",12,2015
"twn","pam",2015-12-18,2022-02-22 10:13:00,293,0.6,23,6,2016-11-02,10,4,"11/18/16",6753.43,6,7658.462828,7865.871987,"",12,2015
"tws","bong",2015-12-18,2022-02-22 12:55:00,295,1,30,6,2016-11-02,10,4,"11/18/16",1244.65,6,846.8679553,1111.415108,"",12,2015
"gn","spad",2015-12-18,2022-02-22 14:55:00,297,0.86,34,6,2016-11-02,10,4,"11/18/16",9327.38,6,7379.546532,7349.047609,"",12,2015
"gn","renl",2015-12-19,2022-02-22 15:20:00,304,0.54,26,6,2016-11-02,10,4,"11/18/16",1653.34,6,2083.228314,1703.488211,"",12,2015
"tws","blas",2015-12-22,2022-02-22 14:00:00,312,1.38,32,6,2016-11-02,10,4,"11/18/16",24958.1,6,12305.54606,20893.53138,"",12,2015
"tws","burn",2015-12-28,2022-02-22 15:15:00,319,0.76,36,6,2016-11-02,10,4,"11/18/16",6449.33,6,5773.902735,4799.128805,"",12,2015
"tws","boyd",2015-12-28,2022-02-22 14:45:00,320,1.08,35,6,2016-11-02,10,4,"11/18/16",5824.5,6,3669.470077,4458.008711,"",12,2015
"tws","sevi",2015-12-29,2022-02-22 09:00:00,321,0.68,32,6,2016-11-02,10,4,"11/18/16",20199.9,6,20211.9755,16910.23133,"",12,2015
"tws","peke",2015-12-29,2022-02-22 10:55:00,322,1,34,6,2016-11-02,10,4,"11/18/16",1892.8,6,1287.873431,1491.338116,"",12,2015
"tws","atom",2015-12-29,2022-02-22 08:35:00,324,0.76,27,6,2016-11-02,10,4,"11/18/16",5223.61,6,4676.550288,5182.714529,"",12,2015
"gn","spor",2015-12-29,2022-02-22 08:46:00,327,0.8,26,6,2016-11-02,10,4,"11/18/16",9465.34,6,8050.348624,9752.437555,"",12,2015
"gn","ting",2015-12-30,2022-02-22 10:38:00,329,0.64,28,6,2016-11-02,10,4,"11/18/16",4838.41,6,5143.883802,4629.082738,"",12,2015
"tws","tatu",2015-12-30,2022-02-22 11:30:00,332,0.72,31,6,2016-11-02,10,4,"11/18/16",1084.17,6,1024.550444,936.8843824,"",12,2015
"gn","stel",2015-12-30,2022-02-22 16:32:00,337,0.48,23,6,2016-11-02,10,4,"11/18/16",3289.82,6,4663.364428,3831.72743,"",12,2015
"twn","ruki",2015-12-31,2022-02-22 08:45:00,345,1.04,35,7,2016-11-03,10,4,"11/18/16",3717.62,6,2432.204642,2845.425761,"",12,2015
"twn","onyx",2015-12-31,2022-02-22 16:10:00,347,0.7,28,7,2016-11-03,10,4,"11/18/16",15510.1,6,15075.96131,14839.07651,"",12,2015
"gn","spad",2016-01-04,2022-02-22 09:48:00,350,0.56,26,7,2016-11-03,10,4,"11/18/16",12165.5,6,14781.2238,12534.49734,"",1,2016
"gn","mayh",2016-01-04,2022-02-22 08:32:00,353,0.5,28,7,2016-11-03,10,4,"11/18/16",16395.5,6,22311.20967,15686.17088,"",1,2016
"twn","safi",2016-01-04,2022-02-22 09:33:00,354,0.6,31,7,2016-11-03,10,4,"11/18/16",11671.6,6,13235.72092,10086.00105,"",1,2016
"tws","fris",2016-01-04,2022-02-22 08:12:00,359,1.64,30,7,2016-11-03,10,4,"11/18/16",20827,6,8640.74772,18597.55149,"",1,2016
"twn","davi",2016-01-06,2022-02-22 12:52:00,364,0.5,36,7,2016-11-03,10,4,"11/18/16",11014,6,14987.99447,8195.828817,"",1,2016
"tws","brav",2016-01-06,2022-02-22 12:30:00,365,0.66,26,7,2016-11-03,10,4,"11/18/16",6537.37,6,6739.498587,6735.657958,"",1,2016
"tws","sevi",2016-01-06,2022-02-22 12:03:00,366,0.8,30,7,2016-11-03,10,4,"11/18/16",1466.5,6,1247.270173,1309.516938,"",1,2016
"twn","onyx",2016-01-06,2022-02-22 12:47:00,367,0.64,33,7,2016-11-03,10,4,"11/18/16",19705.4,6,20949.50363,15996.37669,"",1,2016
"gn","ropa",2016-01-06,2022-02-22 08:25:00,369,0.5,23,7,2016-11-03,10,4,"11/18/16",1429.99,6,1945.948993,1665.541552,"",1,2016
"gn","mole",2016-01-06,2022-02-22 14:15:00,370,0.76,36,7,2016-11-03,10,4,"11/18/16",6480.19,6,5801.53082,4822.092604,"",1,2016
"gn","stre",2016-01-11,2022-02-22 12:12:00,376,1.1,32,7,2016-11-03,10,4,"11/18/16",46271.8,6,28621.48516,38736.17403,"",1,2016
"gn","spor",2016-01-11,2022-02-22 11:49:00,377,0.46,30,7,2016-11-03,10,4,"11/18/16",28286.1,6,41839.23134,25258.18415,"",1,2016
"gn","renl",2016-01-11,2022-02-22 10:00:00,378,0.44,29,7,2016-11-03,10,4,"11/18/16",6570.59,6,10160.61857,6069.552579,"",1,2016
"gn","dais",2016-01-11,2022-02-22 12:20:00,379,1,31,7,2016-11-03,10,4,"11/18/16",12507.2,6,8509.980228,10808.08392,"",1,2016
"gn","ropa",2016-01-11,2022-02-22 11:36:00,380,0.44,30,7,2016-11-03,10,4,"11/18/16",24435.9,6,37787.14839,21820.13293,"",1,2016
"tws","dame",2016-01-11,2022-02-22 11:51:00,381,0.52,30,7,2016-11-03,10,4,"11/18/16",9155.48,6,11979.70796,8175.421843,"",1,2016
"twn","pam",2016-01-13,2022-02-22 08:33:00,386,0.86,36,7,2016-11-03,10,4,"11/18/16",19375.9,6,15329.63765,14418.15504,"",1,2016
"tws","bong",2016-01-14,2022-02-22 08:30:00,390,0.56,36,7,2016-11-03,10,4,"11/18/16",2088.75,6,2537.85551,1554.297934,"",1,2016
"tws","burn",2016-01-14,2022-02-22 09:30:00,391,0.76,32,7,2016-11-03,10,4,"11/18/16",18539.3,6,16597.71092,15520.06949,"",1,2016
"tws","dubl",2016-01-14,2022-02-22 08:20:00,392,0.88,22,7,2016-11-03,10,4,"11/18/16",12476.1,6,9646.385892,15191.70344,"",1,2016
"tws","peke",2016-01-14,2022-02-22 09:54:00,393,0.68,33,7,2016-11-03,10,4,"11/18/16",12116.8,6,12124.04342,9836.131067,"",1,2016
"gn","dean",2016-01-14,2022-02-22 10:54:00,394,0.62,32,7,2016-11-03,10,4,"11/18/16",10266.9,6,11267.20248,8594.876905,"",1,2016
"gn","stre",2016-01-15,2022-02-22 15:00:00,397,1.4,35,7,2016-11-03,10,4,"11/18/16",45358,6,22044.19872,34716.518,"",1,2016
"gn","spad",2016-01-21,2022-02-22 11:35:00,400,0.9,28,7,2016-11-03,10,4,"11/18/16",23531.4,6,17789.90846,22513.34582,"",1,2016
"tws","peke",2016-01-25,2022-02-22 12:10:00,408,0.42,24,7,2016-11-03,10,4,"11/18/16",7871.11,6,12751.32009,8785.673255,"",1,2016
"tws","bong",2016-01-25,2022-02-22 09:25:00,409,0.38,23,7,2016-11-03,10,4,"11/18/16",3138.3,6,5619.262452,3655.248674,"",1,2016
"tws","bike",2016-01-25,2022-02-22 10:16:00,410,0.82,32,7,2016-11-03,10,4,"11/18/16",19712.8,6,16356.97236,16502.45833,"",1,2016
"gn","dean",2016-01-26,2022-02-22 11:50:00,414,0.54,30,7,2016-11-03,10,4,"11/18/16",6735.69,6,8487.050528,6014.660854,"",1,2016
"twn","kabu",2016-01-26,2022-02-22 10:00:00,417,0.58,28,8,2016-11-03,10,4,"11/18/16",12018.5,6,14099.07857,11498.53586,"",1,2016
"gn","pira",2016-01-26,2022-02-22 14:30:00,421,0.68,33,8,2016-11-03,10,4,"11/18/16",12887.1,6,12894.80391,10461.44235,"",1,2016
"gn","dais",2016-01-27,2022-02-22 09:35:00,423,0.32,22,8,2016-11-03,10,6,"11/21/16",9923.25,7,21099.512,12083.18875,"",1,2016
"tws","tesl",2016-01-28,2022-02-22 12:41:00,429,0.68,29,8,2016-11-03,10,6,"11/21/16",5715.04,7,5718.456451,5279.242164,"",1,2016
