"group","subj","date","time","sample_number","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","stdsg_CP","cp_note","month","year"
"gn","renl",2016-01-28,2022-02-22 08:30:00,430,0.58,28,8,2016-11-03,10,6,"11/21/16",10238.5,7,12010.93447,9795.545151,"",1,2016
"gn","stel",2016-01-28,2022-02-22 09:25:00,431,0.74,30,8,2016-11-03,10,6,"11/21/16",12442.6,7,11440.57563,11110.66856,"",1,2016
"tws","dubl",2016-01-28,2022-02-22 10:00:00,432,0.96,30,8,2016-11-03,10,6,"11/21/16",6543.82,7,4637.97676,5843.329783,"",1,2016
"tws","bike",2016-02-01,2022-02-22 11:05:00,434,0.78,25,8,2016-11-03,10,6,"11/21/16",10110.9,7,8819.900156,10834.28146,"",2,2016
"tws","brog",2016-02-01,2022-02-22 10:38:00,435,1.24,36,8,2016-11-03,10,6,"11/21/16",22346.3,7,12261.74828,16628.51366,"",2,2016
"tws","burn",2016-02-01,2022-02-22 08:15:00,436,1.5,31,8,2016-11-03,10,6,"11/21/16",25207.4,7,11434.18594,21782.9486,"",2,2016
"gn","spad",2016-02-02,2022-02-22 11:27:00,441,0.84,30,8,2016-11-03,10,6,"11/21/16",2446.7,7,1981.845945,2184.790379,"",2,2016
"gn","ropa",2016-02-02,2022-02-22 09:52:00,444,0.4,25,8,2016-11-03,10,6,"11/21/16",5776.02,7,9825.103939,6189.263707,"",2,2016
"tws","boyd",2016-02-03,2022-02-22 12:05:00,448,0.68,29,8,2016-11-03,10,6,"11/21/16",7061.19,7,7065.41118,6522.742094,"",2,2016
"tws","dubl",2016-02-03,2022-02-22 08:04:00,449,1.08,24,8,2016-11-03,10,6,"11/21/16",11739.9,7,7396.207701,13103.9873,"",2,2016
"tws","sevi",2016-02-04,2022-02-22 11:46:00,451,0.58,32,8,2016-11-03,10,6,"11/21/16",6199.54,7,7272.771273,5189.909629,"",2,2016
"twn","petr",2016-02-05,2022-02-22 09:00:00,453,0.74,33,8,2016-11-03,10,6,"11/21/16",30849.8,7,28365.41158,25043.13649,"",2,2016
"twn","pam",2016-02-05,2022-02-22 09:27:00,454,0.5,35,8,2016-11-03,10,6,"11/21/16",23786.9,7,32369.52294,18206.23357,"",2,2016
"tws","fris",2016-02-08,2022-02-22 11:42:00,456,0.98,34,8,2016-11-03,10,6,"11/21/16",25674.2,7,17825.40068,20228.71569,"",2,2016
"twn","amos",2016-02-09,2022-02-22 11:03:00,460,0.46,22,8,2016-11-03,10,6,"11/21/16",5932.86,7,8775.557678,7224.232705,"",2,2016
"gn","mayh",2016-02-09,2022-02-22 11:59:00,465,0.38,24,8,2016-11-03,10,6,"11/21/16",1913.81,7,3426.759925,2136.1802,"",2,2016
"tws","dame",2016-02-10,2022-02-22 12:24:00,469,0.68,28,8,2016-11-03,10,6,"11/21/16",2927.98,7,2929.730347,2801.304907,"",2,2016
"tws","boyd",2016-02-10,2022-02-22 11:00:00,470,0.84,35,8,2016-11-03,10,6,"11/21/16",5212.36,7,4222.051959,3989.483438,"",2,2016
"gn","pira",2016-02-10,2022-02-22 08:20:00,472,0.58,24,8,2016-11-03,10,6,"11/21/16",6093.98,7,7148.937289,6802.054234,"",2,2016
"tws","peke",2016-02-15,2022-02-22 14:10:00,482,0.72,36,8,2016-11-03,10,6,"11/21/16",2141.81,7,2024.029798,1593.78138,"",2,2016
"gn","ting",2016-02-16,2022-02-22 09:14:00,487,0.66,32,9,2016-11-04,10,6,"11/21/16",17625.3,7,18170.25569,14754.91959,"",2,2016
"tws","blas",2016-02-16,2022-02-22 14:29:00,490,0.36,22,9,2016-11-04,10,6,"11/21/16",1839.19,7,3476.102328,2239.516279,"",2,2016
"twn","amos",2016-02-16,2022-02-22 15:14:00,492,0.56,32,9,2016-11-04,10,6,"11/21/16",8550.54,7,10389.00541,7158.035899,"",2,2016
"twn","safi",2016-02-17,2022-02-22 11:30:00,494,0.38,22,9,2016-11-04,10,6,"11/21/16",6119.85,7,10957.85722,7451.92378,"",2,2016
"gn","ropa",2016-02-17,2022-02-22 09:09:00,495,0.44,23,9,2016-11-04,10,6,"11/21/16",2406.97,7,3722.086462,2803.452156,"",2,2016
"gn","spad",2016-02-18,2022-02-22 08:15:00,497,0.86,35,9,2016-11-04,10,6,"11/21/16",31445.3,7,24878.58912,24067.88931,"",2,2016
"twn","ruki",2016-02-18,2022-02-22 12:20:00,498,0.42,27,9,2016-11-04,10,6,"11/21/16",4807.08,7,7787.544042,4769.445528,"",2,2016
"twn","petr",2016-02-18,2022-02-22 12:05:00,499,0.4,33,9,2016-11-04,10,6,"11/21/16",10275.5,7,17478.79258,8341.407366,"",2,2016
"gn","mole",2016-02-18,2022-02-22 08:40:00,500,0.94,36,9,2016-11-04,10,6,"11/21/16",32231.4,7,23330.27042,23984.29607,"",2,2016
"twn","king",2016-02-18,2022-02-22 09:52:00,501,0.6,35,9,2016-11-04,10,6,"11/21/16",2514.51,7,2851.481598,1924.578502,"",2,2016
"gn","dean",2016-02-18,2022-02-22 11:20:00,502,0.82,32,9,2016-11-04,10,6,"11/21/16",1644.04,7,1364.165255,1376.29873,"",2,2016
"twn","onyx",2016-02-18,2022-02-22 10:40:00,503,0.44,29,9,2016-11-04,10,6,"11/21/16",8005.98,7,12380.27469,7395.487553,"",2,2016
"twn","keny",2016-02-18,2022-02-22 09:35:00,505,0.56,31,9,2016-11-04,10,6,"11/21/16",7982.35,7,9698.64796,6897.939483,"",2,2016
"twn","safi",2016-02-18,2022-02-22 14:22:00,506,0.42,27,9,2016-11-04,10,6,"11/21/16",2534.07,7,4105.232642,2514.230849,"",2,2016
"gn","spor",2016-02-19,2022-02-22 09:40:00,507,0.68,28,9,2016-11-04,10,6,"11/21/16",19593.3,7,19605.01288,18745.62239,"",2,2016
"gn","pira",2016-02-19,2022-02-22 11:10:00,508,0.84,33,9,2016-11-04,10,6,"11/21/16",17076.4,7,13832.01622,13862.2168,"",2,2016
"gn","ropa",2016-02-19,2022-02-22 10:08:00,509,0.9,35,9,2016-11-04,10,6,"11/21/16",18582.8,7,14048.73109,14223.07224,"",2,2016
"twn","king",2016-02-22,2022-02-22 08:55:00,511,0.52,31,9,2016-11-04,10,6,"11/21/16",6766.1,7,8853.266245,5846.918306,"",2,2016
"twn","davi",2016-02-22,2022-02-22 11:30:00,512,0.46,26,9,2016-11-04,10,6,"11/21/16",23183.9,7,34292.33989,23887.10147,"",2,2016
"gn","dais",2016-02-22,2022-02-22 10:45:00,513,0.56,25,9,2016-11-04,10,6,"11/21/16",25108.8,7,30507.48362,26905.20195,"",2,2016
"gn","stre",2016-02-22,2022-02-22 16:18:00,514,0.86,36,9,2016-11-04,10,6,"11/21/16",11129.8,7,8805.567801,8281.998871,"",2,2016
"gn","stre",2016-02-23,2022-02-22 11:05:00,516,0.56,27,9,2016-11-04,10,6,"11/21/16",3705.73,7,4502.50499,3676.717961,"",2,2016
"twn","davi",2016-02-24,2022-02-22 14:30:00,518,0.84,24,9,2016-11-04,10,6,"11/21/16",4464.8,7,3616.522571,4983.575881,"",2,2016
"tws","bike",2016-03-10,2022-02-22 15:35:00,527,0.38,23,9,2016-11-04,10,6,"11/21/16",1397.22,7,2501.783094,1627.373595,"",3,2016
"twn","amos",2016-03-11,2022-02-22 14:25:00,529,0.56,23,9,2016-11-04,10,6,"11/21/16",1748.3,7,2124.204805,2036.284376,"",3,2016
"tws","boyd",2016-03-11,2022-02-22 12:45:00,530,0.34,24,9,2016-11-04,10,6,"11/21/16",9013.69,7,18038.15677,10061.01238,"",3,2016
"gn","dais",2016-03-11,2022-02-22 16:28:00,535,1.5,26,9,2016-11-04,10,6,"11/21/16",15608.7,7,7080.174,16082.13462,"",3,2016
"gn","stre",2016-03-11,2022-02-22 15:22:00,536,1.42,33,9,2016-11-04,10,6,"11/21/16",30238.4,7,14489.01692,24546.81646,"",3,2016
"gn","mole",2016-03-11,2022-02-22 16:53:00,537,0.52,25,9,2016-11-04,10,6,"11/21/16",10194.6,8,13339.36951,10923.96976,"",3,2016
"gn","stel",2016-03-12,2022-02-22 14:30:00,539,0.96,30,9,2016-11-04,10,6,"11/21/16",11222.3,8,7953.881157,10020.99688,"",3,2016
"twn","onyx",2016-03-14,2022-02-22 12:00:00,544,0.38,26,9,2016-11-04,10,6,"11/21/16",39717.8,8,71116.44591,40922.49875,"",3,2016
"twn","allo",2016-03-14,2022-02-22 09:42:00,545,0.74,22,9,2016-11-04,10,6,"11/21/16",5746.98,8,5284.165636,6997.893237,"",3,2016
"twn","safi",2016-03-14,2022-02-22 11:20:00,546,0.38,24,9,2016-11-04,10,6,"11/21/16",37736.4,8,67568.66316,42121.08333,"",3,2016
"tws","fris",2016-03-14,2022-02-22 11:25:00,547,0.86,24,9,2016-11-04,10,6,"11/21/16",28301.5,8,22391.30776,31589.91955,"",3,2016
"tws","tatu",2016-03-14,2022-02-22 11:17:00,549,0.88,23,9,2016-11-04,10,6,"11/21/16",24607.5,8,19026.25346,28660.90933,"",3,2016
"gn","dext",2016-03-14,2022-02-22 14:38:00,551,0.56,24,9,2016-11-04,10,6,"11/21/16",4976.87,8,6046.954853,5555.144529,"",3,2016
"gn","spad",2016-03-14,2022-02-22 14:22:00,552,0.62,27,9,2016-11-04,10,6,"11/21/16",8582.8,8,9419.020876,8515.60554,"",3,2016
"gn","renl",2016-03-15,2022-02-22 15:45:00,553,0.6,25,9,2016-11-04,10,6,"11/21/16",4302.96,8,4879.603285,4610.814049,"",3,2016
"gn","stre",2016-03-15,2022-02-22 14:49:00,554,0.72,26,9,2016-11-04,10,6,"11/21/16",2457.27,8,2322.142348,2531.80258,"",3,2016
"tws","tesl",2016-03-16,2022-02-22 08:25:00,556,0.66,24,9,2016-11-04,10,6,"11/21/16",5443.87,8,5612.18872,6076.406386,"",3,2016
"tws","brog",2016-03-16,2022-02-22 11:10:00,557,0.52,24,9,2016-11-04,10,6,"11/21/16",5131.3,8,6714.172874,5727.518123,"",3,2016
"tws","burn",2016-03-16,2022-02-22 08:50:00,558,0.66,26,10,2016-11-04,10,6,"11/21/16",47296.5,8,48758.85791,48731.07176,"",3,2016
"tws","sevi",2016-03-16,2022-02-22 10:05:00,559,0.58,28,10,2016-11-04,10,6,"11/21/16",22186.2,8,26026.95652,21226.34408,"",3,2016
"tws","dame",2016-03-16,2022-02-22 10:21:00,560,0.56,23,10,2016-11-04,10,6,"11/21/16",13707.5,8,16654.7717,15965.4339,"",3,2016
"gn","pira",2016-03-16,2022-02-22 09:10:00,561,0.62,27,10,2016-11-04,10,6,"11/21/16",10367,8,11377.05521,10285.8371,"",3,2016
"gn","dean",2016-03-16,2022-02-22 09:16:00,562,0.48,31,10,2016-11-04,10,6,"11/21/16",41895.3,8,59387.15544,36203.78009,"",3,2016
"gn","dais",2016-03-16,2022-02-22 15:33:00,563,0.68,27,10,2016-11-04,10,6,"11/21/16",3188.2,8,3190.105906,3163.239687,"",3,2016
"gn","spor",2016-03-16,2022-02-22 16:45:00,564,0.54,23,10,2016-11-04,10,6,"11/21/16",2696.26,8,3397.320075,3140.394733,"",3,2016
"gn","ting",2016-03-16,2022-02-22 14:40:00,565,0.8,30,10,2016-11-04,10,6,"11/21/16",3888.07,8,3306.835145,3471.867385,"",3,2016
"gn","stre",2016-03-16,2022-02-22 16:29:00,567,0.76,31,10,2016-11-04,10,6,"11/21/16",4369.4,8,3911.800235,3775.812484,"",3,2016
"gn","stel",2016-03-16,2022-02-22 14:38:00,568,0.54,24,10,2016-11-04,10,6,"11/21/16",2483.48,8,3129.214712,2772.041531,"",3,2016
"gn","mayh",2016-03-16,2022-02-22 16:20:00,570,0.76,32,10,2016-11-04,10,6,"11/21/16",2952.38,8,2643.182309,2471.568115,"",3,2016
"tws","brav",2016-03-17,2022-02-22 10:52:00,572,1.14,27,10,2016-11-04,10,6,"11/21/16",11297.6,8,6742.947825,11209.15146,"",3,2016
"twn","pam",2016-03-18,2022-02-22 15:20:00,576,0.46,22,10,2016-11-04,10,6,"11/21/16",1437.58,8,2126.388657,1750.490059,"",3,2016
"twn","kabu",2016-03-18,2022-02-22 14:08:00,577,0.66,28,10,2016-11-04,10,6,"11/21/16",2703.86,8,2787.4605,2586.881156,"",3,2016
"twn","onyx",2016-03-18,2022-02-22 15:55:00,578,0.42,22,10,2016-11-04,10,6,"11/21/16",1397.52,8,2264.004042,1701.710421,"",3,2016
"twn","keny",2016-03-18,2022-02-22 15:35:00,579,0.7,29,10,2016-11-04,10,6,"11/21/16",4430.41,8,4306.399685,4092.571054,"",3,2016
"twn","safi",2016-03-18,2022-02-22 14:50:00,580,0.58,34,10,2016-11-04,10,6,"11/21/16",19926.5,8,23376.06932,15700.09983,"",3,2016
"twn","allo",2016-03-18,2022-02-22 10:34:00,581,0.62,32,10,2016-11-04,10,6,"11/21/16",4232.18,8,4644.520643,3542.945401,"",3,2016
"twn","amos",2016-03-18,2022-02-22 09:40:00,582,0.62,33,10,2016-11-04,10,6,"11/21/16",4410.07,8,4839.742438,3579.990305,"",3,2016
"tws","brog",2016-03-18,2022-02-22 12:10:00,583,0.68,24,10,2016-11-04,10,6,"11/21/16",8411.06,8,8416.088132,9388.361348,"",3,2016
"twn","petr",2016-03-18,2022-02-22 09:55:00,586,0.54,33,10,2016-11-04,10,6,"11/21/16",4193.71,8,5284.125111,3404.354385,"",3,2016
"gn","renl",2016-03-18,2022-02-22 11:52:00,587,0.28,22,10,2016-11-04,10,6,"11/21/16",6258.85,8,15209.15089,7621.179139,"",3,2016
"twn","davi",2016-03-21,2022-02-22 08:57:00,589,0.58,27,10,2016-11-04,10,6,"11/21/16",10621.8,8,12460.58932,10538.64228,"",3,2016
"gn","ting",2016-03-21,2022-02-22 16:05:00,590,1.18,35,10,2016-11-04,10,6,"11/21/16",19124.8,8,11027.65958,14637.91312,"",3,2016
"twn","king",2016-03-21,2022-02-22 10:05:00,591,0.38,29,10,2016-11-04,10,6,"11/21/16",3186.64,8,5705.817321,2943.644183,"",3,2016
"twn","petr",2016-03-21,2022-02-22 09:58:00,592,0.4,26,10,2016-11-04,10,6,"11/21/16",15067,8,25629.21199,15524.00407,"",3,2016
"twn","ruki",2016-03-21,2022-02-22 09:30:00,593,0.36,25,10,2016-11-04,10,6,"11/21/16",3667.17,8,6931.017554,3929.536634,"",3,2016
"tws","fris",2016-03-22,2022-02-22 10:45:00,594,0.42,22,10,2016-11-04,10,6,"11/21/16",4856.68,8,7867.89681,5913.806578,"",3,2016
"tws","brav",2016-03-22,2022-02-22 11:05:00,595,0.36,27,10,2016-11-04,10,6,"11/21/16",2701.3,8,5105.505804,2680.151611,"",3,2016
"tws","atom",2016-03-22,2022-02-22 10:50:00,596,0.38,27,10,2016-11-04,10,6,"11/21/16",2627.98,8,4705.512328,2607.405631,"",3,2016
"tws","atom",2016-03-24,2022-02-22 16:20:00,601,0.84,35,10,2016-11-04,10,6,"11/21/16",4272.52,8,3460.774282,3270.140163,"",3,2016
"gn","mole",2016-03-24,2022-02-22 12:48:00,603,0.44,23,10,2016-11-04,10,6,"11/21/16",3485.1,8,5389.283426,4059.174443,"",3,2016
"gn","dean",2016-03-24,2022-02-22 15:25:00,604,0.62,22,10,2016-11-04,10,6,"11/21/16",2304.62,8,2529.15877,2806.253843,"",3,2016
"gn","ropa",2016-03-24,2022-02-22 16:25:00,606,0.62,31,10,2016-11-04,10,6,"11/21/16",2856.07,8,3134.336458,2468.069932,"",3,2016
"tws","tesl",2016-03-25,2022-02-22 12:20:00,609,0.24,24,10,2016-11-04,10,6,"11/21/16",3354.02,8,9508.737595,3743.731673,"",3,2016
"tws","brav",2016-03-25,2022-02-22 15:56:00,614,0.64,30,10,2016-11-04,10,6,"11/21/16",2630.81,8,2796.906617,2349.192127,"",3,2016
"gn","dais",2016-03-28,2022-02-22 16:00:00,617,0.7,25,10,2016-11-04,10,6,"11/21/16",2198.77,8,2137.22487,2356.080374,"",3,2016
"gn","stre",2016-03-28,2022-02-22 16:45:00,618,0.58,28,10,2016-11-04,10,5,"11/21/16",2991.39,9,3509.243469,2861.971559,"",3,2016
"gn","dean",2016-03-28,2022-02-22 16:30:00,619,0.86,25,10,2016-11-04,10,5,"11/21/16",4612.14,9,3648.988434,4942.114244,"",3,2016
"twn","petr",2015-08-04,2022-02-22 14:20:00,1,0.83,19,1,2016-10-26,5,5,"11/21/16",1761.63,9,1444.125915,2483.770154,"",8,2015
"twn","ruki",2015-08-10,2022-02-22 15:20:00,5,0.63,12,1,2016-10-26,5,5,"11/21/16",1270.2,9,1371.829113,2835.575203,"",8,2015
"tws","peke",2015-08-11,2022-02-22 10:38:00,7,0.42,19,1,2016-10-26,5,5,"11/21/16",3739.09,9,6057.383703,5271.844908,"",8,2015
"twn","king",2015-08-12,2022-02-22 10:29:00,8,0.44,15,1,2016-10-26,5,5,"11/24/16",1138.95,9,1761.2477,2034.059756,"redid in batch 14 run 9, but wasn't necessary!",8,2015
"gn","renl",2015-08-20,2022-02-22 12:15:00,22,0.32,18,1,2016-10-26,5,5,"11/21/16",1445.26,9,3073.01345,2150.91766,"",8,2015
"gn","dean",2015-08-20,2022-02-22 12:00:00,23,0.14,11,1,2016-10-26,5,5,"11/24/16",1171.24,9,5692.280813,2852.354619,"redid in batch 14 run 9, but wasn't necessary!",8,2015
"twn","pam",2015-08-26,2022-02-22 10:47:00,37,0.35,21,2,2016-10-27,5,5,"11/21/16",6062.48,9,11785.57378,7733.593341,"",8,2015
"tws","dubl",2015-08-31,2022-02-22 12:05:00,46,0.63,11,2,2016-10-27,5,5,"11/21/16",3553.53,9,3837.849086,8654.014302,"",8,2015
"gn","stre",2015-09-01,2022-02-22 11:37:00,48,0.57,21,2,2016-10-27,5,5,"11/21/16",4109.01,9,4904.907244,5241.652323,"",9,2015
"twn","davi",2015-09-01,2022-02-22 11:42:00,49,0.4,16,2,2016-10-27,5,5,"11/21/16",2150.78,9,3658.511752,3601.026474,"",9,2015
"tws","dame",2015-09-02,2022-02-22 12:14:00,51,0.37,14,2,2016-10-27,5,5,"11/21/16",3688.9,9,6783.652846,7058.609466,"",9,2015
"gn","stre",2015-09-03,2022-02-22 10:06:00,53,0.66,17,2,2016-10-27,5,5,"11/21/16",4766.42,9,4913.79268,7510.929651,"",9,2015
"twn","keny",2015-09-03,2022-02-22 09:24:00,54,0.33,15,2,2016-10-27,5,5,"11/21/16",1549.07,9,3193.931222,2766.496287,"",9,2015
"gn","dean",2015-09-07,2022-02-22 10:42:00,58,0.22,12,2,2016-10-27,5,7,"11/23/16",676.961,10,2093.675761,1511.237463,"",9,2015
"twn","safi",2015-09-07,2022-02-22 12:00:00,61,0.34,11,2,2016-10-27,5,7,"11/23/16",1528.4,10,3058.627355,3722.156689,"",9,2015
"twn","amos",2015-09-07,2022-02-22 11:40:00,62,0.39,19,2,2016-10-27,5,7,"11/23/16",2016.29,10,3517.68418,2842.822229,"",9,2015
"twn","pam",2015-09-07,2022-02-22 09:47:00,64,0.31,17,2,2016-10-27,5,7,"11/23/16",6736.21,10,14785.0358,10614.92681,"",9,2015
"gn","mend",2015-09-10,2022-02-22 13:58:00,73,0.37,14,2,2016-10-27,5,7,"11/23/16",896.228,10,1648.106379,1714.907816,"",9,2015
"twn","ruki",2015-09-11,2022-02-22 08:10:00,74,0.51,21,2,2016-10-27,5,7,"11/23/16",3360.16,10,4482.891605,4286.382966,"",9,2015
"tws","bike",2015-09-14,2022-02-22 16:49:00,76,0.27,17,2,2016-10-27,5,7,"11/23/16",1584.68,10,3993.431774,2497.140411,"",9,2015
"tws","bike",2015-09-17,2022-02-22 16:49:00,83,0.37,12,2,2016-10-27,5,7,"11/23/16",714.121,10,1313.223171,1594.192883,"",9,2015
"twn","amos",2015-09-17,2022-02-22 14:50:00,84,0.38,19,2,2016-10-27,5,7,"11/23/16",1231.72,10,2205.448156,1736.635601,"",9,2015
"tws","tatu",2015-09-18,2022-02-22 11:07:00,85,0.54,14,2,2016-10-27,5,7,"11/23/16",1200.37,10,1512.480658,2296.875232,"",9,2015
"tws","dame",2015-09-28,2022-02-22 12:00:00,94,0.32,18,2,2016-10-27,5,7,"11/23/16",2937.53,10,6245.982868,4371.798261,"",9,2015
"tws","bong",2015-09-29,2022-02-22 11:20:00,97,0.41,20,3,2016-10-28,5,7,"11/23/16",2823.96,10,4686.440857,3782.499268,"",9,2015
"twn","davi",2015-09-30,2022-02-22 10:15:00,108,0.57,18,3,2016-10-28,5,7,"11/23/16",1619.85,10,1933.607852,2410.752371,"",9,2015
"tws","bong",2015-10-01,2022-02-22 10:22:00,112,0.14,14,11,2016-11-04,5,7,"11/23/16",877.648,10,4265.410053,1679.355494,"",10,2015
"gn","mole",2015-10-05,2022-02-22 14:39:00,122,0.26,13,3,2016-10-28,5,7,"11/23/16",1802.22,10,4716.316191,3713.767917,"",10,2015
"twn","allo",2015-10-06,2022-02-22 10:53:00,127,0.58,21,3,2016-10-28,5,7,"11/23/16",1180.47,10,1384.826665,1505.86475,"",10,2015
"tws","brog",2015-10-06,2022-02-22 09:45:00,134,0.64,14,3,2016-10-28,5,7,"11/23/16",1278.34,10,1359.048204,2446.068699,"",10,2015
"tws","dubl",2015-10-07,2022-02-22 09:51:00,138,0.35,18,3,2016-10-28,5,7,"11/23/16",3496.64,10,6797.533138,5203.89738,"",10,2015
"twn","amos",2015-10-08,2022-02-22 12:30:00,145,0.46,20,3,2016-10-28,5,7,"11/23/16",2760,10,4082.439024,3696.829268,"",10,2015
"gn","mayh",2015-10-08,2022-02-22 11:49:00,147,0.69,21,3,2016-10-28,5,7,"11/23/16",3870.81,10,3816.991739,4937.792857,"",10,2015
"gn","dais",2015-10-09,2022-02-22 12:10:00,156,0.6,20,3,2016-10-28,5,7,"11/23/16",1394.24,10,1581.083274,1867.48813,"",10,2015
"tws","tatu",2015-10-12,2022-02-22 12:08:00,163,0.63,19,3,2016-10-28,5,7,"11/23/16",1838.13,10,1985.199377,2591.629589,"",10,2015
"twn","keny",2015-10-13,2022-02-22 08:45:00,167,0.36,18,3,2016-10-28,5,7,"11/23/16",2132.56,10,4030.576929,3173.796387,"",10,2015
"tws","dubl",2015-10-13,2022-02-22 17:15:00,169,0.6,20,4,2016-11-01,5,7,"11/23/16",2469.36,10,2800.281008,3307.537073,"",10,2015
"gn","dais",2015-10-16,2022-02-22 09:20:00,178,0.52,21,4,2016-11-01,5,7,"11/23/16",4056.78,10,5308.191341,5175.025203,"",10,2015
"gn","spad",2015-10-16,2022-02-22 09:48:00,180,0.38,21,4,2016-11-01,5,7,"11/23/16",2424.14,10,4340.527955,3092.350484,"",10,2015
"twn","amos",2015-10-21,2022-02-22 10:50:00,186,0.24,15,4,2016-11-01,5,7,"11/23/16",808.959,10,2293.420688,1444.726236,"",10,2015
"twn","king",2015-10-21,2022-02-22 11:50:00,187,0.34,19,4,2016-11-01,5,7,"11/23/16",1052.97,10,2107.198931,1484.611104,"",10,2015
"twn","onyx",2015-10-21,2022-02-22 11:55:00,189,0.26,17,4,2016-11-01,5,7,"11/23/16",6762.13,10,17696.14321,10655.77157,"",10,2015
"gn","dext",2015-10-22,2022-02-22 11:21:00,190,0.18,14,4,2016-11-01,5,7,"11/23/16",712.622,10,2693.73691,1363.582747,"",10,2015
"twn","ruki",2015-10-22,2022-02-22 11:06:00,194,0.24,16,4,2016-11-01,5,7,"11/23/16",1767.58,10,5011.137202,2959.439075,"",10,2015
"twn","petr",2015-10-22,2022-02-22 10:38:00,195,0.36,19,4,2016-11-01,5,7,"11/23/16",9670.08,10,18276.62591,13634.10937,"",10,2015
"tws","peke",2015-10-26,2022-02-22 11:45:00,200,0.6,21,4,2016-11-01,5,7,"11/23/16",10714.1,10,12149.90554,13667.42528,"",10,2015
"tws","tesl",2015-10-27,2022-02-22 11:37:00,204,0.26,13,4,2016-11-01,5,7,"11/23/16",1718.3,10,4496.701907,3540.837086,"",10,2015
"twn","kabu",2015-10-28,2022-02-22 12:00:00,208,0.2,12,5,2016-11-01,5,7,"11/23/16",741.825,10,2523.712774,1656.038872,"redo bc CVs too high?",10,2015
"gn","mend",2015-10-28,2022-02-22 11:30:00,209,0.76,19,5,2016-11-01,5,7,"11/23/16",10902.5,10,9760.699882,15371.73192,"",10,2015
"gn","ting",2015-10-28,2022-02-22 16:54:00,211,0.4,17,5,2016-11-01,5,7,"11/23/16",979.369,10,1665.922594,1543.290701,"",10,2015
"gn","stel",2015-10-29,2022-02-22 12:22:00,212,0.62,21,5,2016-11-01,5,7,"11/23/16",2059.14,10,2259.761692,2626.738792,"",10,2015
"gn","dann",2015-10-29,2022-02-22 11:43:00,216,0.3,14,5,2016-11-01,5,7,"11/23/16",1692.17,10,3837.878247,3237.921109,"",10,2015
"twn","allo",2015-11-04,2022-02-22 11:40:00,221,0.04,15,5,2016-11-01,5,7,"11/23/16",9485.2,10,161344.7943,16939.69322,"",11,2015
"tws","tatu",2015-11-04,2022-02-22 10:55:00,223,0.64,14,5,2016-11-01,5,7,"11/23/16",1420.95,10,1510.661909,2718.949042,"",11,2015
"tws","bong",2015-11-09,2022-02-22 11:50:00,226,0.32,11,5,2016-11-01,5,7,"11/23/16",1816.1,10,3861.519538,4422.800813,"",11,2015
"gn","dais",2015-11-18,2022-02-22 12:35:00,231,0.56,18,5,2016-11-01,5,7,"11/23/16",1354.37,10,1645.57528,2015.650023,"",11,2015
