"group","subj","date","time","sample_number","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","stdsg_CP","cp_note","month","year"
"gn","dann",2015-11-18,2022-02-22 11:55:00,233,0.56,20,5,2016-11-01,5,7,"11/23/16",4699.78,10,5710.287285,6295.030528,"",11,2015
"twn","king",2015-11-18,2022-02-22 15:50:00,234,0.54,20,5,2016-11-01,5,7,"11/23/16",1822.18,10,2295.968747,2440.684187,"",11,2015
"gn","pira",2015-11-23,2022-02-22 10:54:00,244,0.74,19,5,2016-11-01,5,7,"11/23/16",1606.9,10,1477.493529,2265.61211,"",11,2015
"gn","stre",2015-11-24,2022-02-22 09:35:00,251,0.5,15,5,2016-11-01,5,7,"11/23/16",23587.3,10,32097.90467,42124.74444,"",11,2015
"gn","mayh",2015-11-24,2022-02-22 09:20:00,252,0.56,15,5,2016-11-01,5,7,"11/23/16",15698.8,10,19074.22433,28036.6103,"",11,2015
"twn","davi",2015-11-25,2022-02-22 14:28:00,254,0.76,11,5,2016-11-01,5,7,"11/23/16",6940.01,10,6213.194661,16901.20691,"",11,2015
"twn","ruki",2015-11-25,2022-02-22 16:45:00,255,0.58,12,5,2016-11-01,5,7,"11/23/16",733.765,10,860.7904801,1638.04585,"",11,2015
"twn","amos",2015-11-25,2022-02-22 15:00:00,257,0.98,21,5,2016-11-01,5,8,"11/23/16",7593.97,11,5272.435285,9687.236218,"",11,2015
"twn","ruki",2015-12-03,2022-02-22 11:25:00,270,0.36,11,5,2016-11-01,5,8,"11/23/16",922.434,11,1743.416925,2246.430177,"",12,2015
"tws","atom",2015-12-03,2022-02-22 09:18:00,271,0.48,11,5,2016-11-01,5,8,"11/23/16",1471.41,11,2085.743613,3583.367295,"",12,2015
"gn","ropa",2015-12-04,2022-02-22 11:27:00,273,0.5,20,5,2016-11-01,5,8,"11/23/16",3195.04,11,4347.851993,4279.535285,"",12,2015
"gn","dann",2015-12-04,2022-02-22 12:36:00,276,0.36,17,5,2016-11-01,5,8,"11/23/16",1209.38,11,2285.75005,1905.742276,"",12,2015
"tws","bong",2015-12-04,2022-02-22 15:15:00,278,0.64,17,6,2016-11-02,5,8,"11/23/16",2496.15,11,2653.744836,3933.435796,"",12,2015
"twn","davi",2015-12-04,2022-02-22 16:00:00,280,0.56,18,6,2016-11-02,5,8,"11/23/16",3071.21,11,3731.55582,4570.748397,"",12,2015
"twn","kabu",2015-12-04,2022-02-22 14:20:00,281,0.46,18,6,2016-11-02,5,8,"11/23/16",1669.59,11,2469.564989,2484.778252,"",12,2015
"twn","onyx",2015-12-04,2022-02-22 15:56:00,282,0.44,18,6,2016-11-02,5,8,"11/23/16",1322.03,11,2044.35866,1967.519806,"",12,2015
"twn","allo",2015-12-07,2022-02-22 11:30:00,283,0.46,14,6,2016-11-02,5,8,"11/23/16",3550.04,11,5251.022404,6792.904646,"",12,2015
"tws","brav",2015-12-07,2022-02-22 09:07:00,287,0.54,16,6,2016-11-02,5,8,"11/23/16",1929.55,11,2431.256241,3230.623603,"",12,2015
"twn","davi",2015-12-18,2022-02-22 10:30:00,291,0.46,17,6,2016-11-02,5,8,"11/23/16",2652.82,11,3923.904309,4180.316547,"",12,2015
"tws","boyd",2015-12-18,2022-02-22 09:57:00,296,0.5,14,6,2016-11-02,5,8,"11/23/16",1766.82,11,2404.311639,3380.761847,"",12,2015
"twn","amos",2015-12-19,2022-02-22 09:18:00,299,0.42,11,6,2016-11-02,5,8,"11/23/16",1566.58,11,2537.88386,3815.137546,"",12,2015
"twn","petr",2015-12-19,2022-02-22 09:52:00,300,0.4,11,6,2016-11-02,5,8,"11/23/16",3047.56,11,5183.949114,7421.810939,"",12,2015
"twn","kabu",2015-12-19,2022-02-22 11:40:00,301,0.54,16,6,2016-11-02,5,8,"11/23/16",6876.52,11,8664.498025,11513.27917,"",12,2015
"twn","safi",2015-12-21,2022-02-22 10:37:00,307,0.42,19,6,2016-11-02,5,8,"11/23/16",13354.2,11,21634.0108,18828.45058,"",12,2015
"twn","ruki",2015-12-21,2022-02-22 12:29:00,310,0.64,21,6,2016-11-02,5,8,"11/23/16",1474.29,11,1567.369539,1880.675784,"",12,2015
"tws","peke",2015-12-22,2022-02-22 11:24:00,311,0.5,13,6,2016-11-02,5,8,"11/23/16",17916.5,11,24381.00626,36919.8671,"",12,2015
"gn","ting",2015-12-23,2022-02-22 08:27:00,314,0.94,19,6,2016-11-02,5,8,"11/23/16",14927.7,11,10805.2172,21046.97112,"",12,2015
"tws","brog",2015-12-28,2022-02-22 10:33:00,315,0.98,20,6,2016-11-02,5,8,"11/23/16",12083.6,11,8389.551054,16185.14715,"",12,2015
"tws","bike",2015-12-28,2022-02-22 12:30:00,316,1.22,20,6,2016-11-02,5,8,"11/23/16",15770.2,11,8795.202172,21123.09309,"",12,2015
"gn","mend",2015-12-28,2022-02-22 14:22:00,318,0.46,19,6,2016-11-02,5,8,"11/23/16",4596,11,6798.148462,6480.025674,"",12,2015
"twn","allo",2015-12-29,2022-02-22 08:32:00,325,0.36,20,6,2016-11-02,5,8,"11/23/16",642.906,11,1215.103955,861.1281585,"",12,2015
"twn","amos",2015-12-29,2022-02-22 09:18:00,326,0.7,16,6,2016-11-02,5,8,"11/23/16",3095.66,11,3009.010283,5183.028303,"",12,2015
"gn","spor",2015-12-30,2022-02-22 09:30:00,330,0.44,18,6,2016-11-02,5,8,"11/23/16",2560.29,11,3959.177201,3810.36836,"",12,2015
"gn","mole",2015-12-30,2022-02-22 15:02:00,335,0.24,12,6,2016-11-02,5,8,"11/23/16",793.618,11,2249.928537,1771.660779,"",12,2015
"gn","ropa",2015-12-30,2022-02-22 16:00:00,336,0.54,21,6,2016-11-02,5,8,"11/23/16",6254.43,11,7880.657132,7978.454065,"",12,2015
"gn","pira",2015-12-31,2022-02-22 08:30:00,339,0.58,18,6,2016-11-02,5,8,"11/23/16",6659.02,11,7811.793998,9910.330126,"",12,2015
"gn","stre",2015-12-31,2022-02-22 08:52:00,340,0.76,14,6,2016-11-02,5,8,"11/23/16",1155.86,11,1034.808766,2211.706562,"",12,2015
"gn","renl",2015-12-31,2022-02-22 08:51:00,341,0.62,18,6,2016-11-02,5,8,"11/23/16",6358.77,11,6978.303977,9463.481098,"",12,2015
"gn","stel",2015-12-31,2022-02-22 09:10:00,342,0.54,18,6,2016-11-02,5,8,"11/23/16",1151.21,11,1450.538466,1713.295822,"",12,2015
"gn","dext",2015-12-31,2022-02-22 10:29:00,343,0.42,20,6,2016-11-02,5,8,"11/23/16",7932.07,11,12850.07623,10624.45961,"",12,2015
"gn","ting",2015-12-31,2022-02-22 08:52:00,349,0.24,12,7,2016-11-03,5,8,"11/23/16",2490.08,11,7059.444282,5558.816802,"",12,2015
"gn","spor",2016-01-04,2022-02-22 09:20:00,351,0.22,11,7,2016-11-03,5,8,"11/23/16",4107.07,11,12702.16882,10002.06626,"",1,2016
"gn","dext",2016-01-04,2022-02-22 08:42:00,356,0.22,12,7,2016-11-03,5,8,"11/23/16",5421.66,11,16767.87603,12103.2315,"",1,2016
"twn","keny",2016-01-04,2022-02-22 08:35:00,357,0.38,17,7,2016-11-03,5,8,"11/23/16",4240.15,11,7592.172732,6681.632831,"",1,2016
"gn","pira",2016-01-07,2022-02-22 11:49:00,373,0.42,18,7,2016-11-03,5,8,"11/23/16",3228.49,11,5230.203796,4804.821387,"",1,2016
"tws","bike",2016-01-22,2022-02-22 14:23:00,401,0.62,21,7,2016-11-03,5,8,"11/23/16",14485.8,11,15897.14925,18478.78862,"",1,2016
"twn","onyx",2016-01-25,2022-02-22 10:50:00,405,0.42,12,7,2016-11-03,5,8,"11/23/16",1795.01,11,2907.943997,4007.153083,"",1,2016
"twn","keny",2016-01-25,2022-02-22 11:40:00,407,0.44,20,7,2016-11-03,5,8,"11/23/16",6915.97,11,10694.70675,9263.463882,"",1,2016
"tws","fris",2016-01-25,2022-02-22 08:40:00,411,0.66,16,7,2016-11-03,5,8,"11/23/16",6565.56,11,6768.560192,10992.64238,"",1,2016
"gn","ting",2016-01-26,2022-02-22 12:40:00,416,0.28,17,7,2016-11-03,5,8,"11/23/16",9945.02,11,24166.62961,15671.37298,"",1,2016
"gn","mole",2016-01-26,2022-02-22 12:30:00,418,0.24,17,8,2016-11-03,5,8,"11/23/16",9593.93,11,27199.05155,15118.12499,"",1,2016
"gn","spor",2016-01-26,2022-02-22 08:55:00,420,0.34,12,8,2016-11-03,5,8,"11/23/16",2035.45,11,4073.333584,4543.90769,"",1,2016
"twn","keny",2016-02-09,2022-02-22 08:44:00,463,0.24,13,8,2016-11-03,5,8,"11/23/16",1146.08,11,3249.167859,2361.684553,"",2,2016
"twn","allo",2016-02-09,2022-02-22 12:15:00,464,0.48,20,8,2016-11-03,5,8,"11/23/16",7246.45,11,10271.94107,9706.119004,"",2,2016
"twn","ruki",2016-02-09,2022-02-22 12:45:00,466,0.52,20,8,2016-11-03,5,8,"11/23/16",3000.11,11,3925.566071,4018.44002,"",2,2016
"tws","burn",2016-02-10,2022-02-22 08:35:00,467,0.62,19,8,2016-11-03,5,8,"11/23/16",1132.89,11,1243.267297,1597.29249,"",2,2016
"tws","dubl",2016-02-10,2022-02-22 12:31:00,468,0.46,15,8,2016-11-03,5,8,"11/23/16",1898,11,2807.416402,3389.653117,"",2,2016
"gn","dext",2016-02-11,2022-02-22 09:55:00,477,0.54,21,8,2016-11-03,5,8,"11/23/16",5634.58,12,7099.638666,7187.74336,"",2,2016
"tws","bong",2016-02-11,2022-02-22 09:00:00,478,0.32,17,8,2016-11-03,5,8,"11/23/16",794.274,12,1688.841236,1251.617805,"",2,2016
"gn","dext",2016-02-23,2022-02-22 10:10:00,517,0.24,15,9,2016-11-04,5,8,"11/23/16",2595.99,12,7359.702002,4636.198943,"",2,2016
"tws","blas",2016-03-08,2022-02-22 10:38:00,520,0.24,12,9,2016-11-04,5,8,"11/23/16",2201.63,12,6241.680715,4914.8854,"",3,2016
"tws","atom",2016-03-10,2022-02-22 14:58:00,522,0.32,11,9,2016-11-04,5,8,"11/23/16",2022.95,12,4301.338554,4926.548596,"",3,2016
"tws","sevi",2016-03-10,2022-02-22 14:35:00,526,0.2,18,9,2016-11-04,5,8,"11/23/16",1836.28,12,6247.084276,2732.855736,"",3,2016
"twn","king",2016-03-11,2022-02-22 11:55:00,531,0.44,18,9,2016-11-04,5,8,"11/23/16",661.317,12,1022.646336,984.2093564,"",3,2016
"twn","ruki",2016-03-11,2022-02-22 12:30:00,532,0.44,18,9,2016-11-04,5,8,"11/23/16",1192.88,12,1844.643888,1775.311472,"",3,2016
"tws","dame",2016-03-11,2022-02-22 11:55:00,533,0.3,18,9,2016-11-04,5,8,"11/23/16",4146.04,12,9403.308607,6170.371183,"",3,2016
"twn","keny",2016-03-12,2022-02-22 09:40:00,538,0.38,19,9,2016-11-04,5,8,"11/23/16",1624.47,12,2908.684089,2290.384531,"",3,2016
"twn","king",2016-03-12,2022-02-22 10:40:00,540,0.38,21,9,2016-11-04,5,8,"11/23/16",1612.09,12,2886.517161,2056.460143,"",3,2016
"tws","atom",2016-03-14,2022-02-22 11:45:00,548,0.7,20,9,2016-11-04,5,NA,"",NA,NA,NA,NA,"redo CVs too high, originally in batch 12 run 8",3,2016
"tws","dubl",2016-03-14,2022-02-22 08:40:00,550,0.74,20,9,2016-11-04,5,8,"11/23/16",9488.88,12,8724.723876,12709.69902,"",3,2016
"tws","bike",2016-03-16,2022-02-22 11:04:00,555,0.32,16,9,2016-11-04,5,8,"11/23/16",948.366,12,2016.482483,1587.838399,"",3,2016
"gn","renl",2016-03-16,2022-02-22 15:30:00,566,0.48,20,10,2016-11-04,5,8,"11/23/16",1561.79,12,2213.858487,2091.909776,"",3,2016
"gn","mend",2016-03-16,2022-02-22 15:50:00,571,0.42,21,10,2016-11-04,5,8,"11/23/16",1473.94,12,2387.805625,1880.229307,"",3,2016
"tws","bong",2016-03-17,2022-02-22 08:20:00,573,0.58,20,10,2016-11-04,5,8,"11/23/16",5249.91,12,6158.746396,7031.891646,"",3,2016
"tws","peke",2016-03-17,2022-02-22 08:11:00,574,0.6,19,10,2016-11-04,5,8,"11/23/16",5418.3,12,6144.410935,7639.408858,"",3,2016
"tws","boyd",2016-03-17,2022-02-22 15:00:00,575,0.28,14,10,2016-11-04,5,8,"11/23/16",1579.5,12,3838.22169,3022.330139,"",3,2016
"tws","blas",2016-03-18,2022-02-22 11:30:00,584,0.38,16,10,2016-11-04,5,8,"11/23/16",1269.68,12,2273.417184,2125.810772,"",3,2016
"tws","tatu",2016-03-18,2022-02-22 09:51:00,585,0.32,12,10,2016-11-04,5,8,"11/23/16",966.02,12,2054.01966,2156.528388,"",3,2016
"gn","spad",2016-03-21,2022-02-22 14:50:00,588,0.42,18,10,2016-11-04,5,8,"11/23/16",4984.45,12,8074.886189,7418.140357,"",3,2016
"tws","burn",2016-03-22,2022-02-22 14:45:00,597,0.36,19,10,2016-11-04,5,8,"11/23/16",3738.66,12,7066.134946,5271.238639,"",3,2016
"tws","dubl",2016-03-22,2022-02-22 14:30:00,598,0.38,18,10,2016-11-04,5,8,"11/23/16",3696.88,12,6619.424202,5501.905872,"",3,2016
"tws","brog",2016-03-23,2022-02-22 11:28:00,600,0.5,19,10,2016-11-04,5,8,"11/23/16",3022.08,12,4112.485776,4260.912965,"",3,2016
"twn","davi",2016-03-24,2022-02-22 14:30:00,602,0.46,20,10,2016-11-04,5,8,"11/23/16",3923.82,12,5803.897063,5255.685732,"",3,2016
"gn","stel",2016-03-24,2022-02-22 10:35:00,605,0.32,12,11,2016-11-04,5,8,"11/23/16",551.641,12,1172.937888,1231.474997,"",3,2016
"tws","dubl",2016-03-24,2022-02-22 11:00:00,607,0.32,21,10,2016-11-04,5,8,"11/23/16",9952.33,12,21161.34395,12695.67455,"",3,2016
"tws","dame",2016-03-25,2022-02-22 14:55:00,608,0.32,19,10,2016-11-04,5,8,"11/23/16",1182.98,12,2515.335269,1667.915747,"",3,2016
"tws","blas",2016-03-25,2022-02-22 14:50:00,610,0.24,11,10,2016-11-04,5,8,"11/23/16",574.019,12,1627.359421,1397.925059,"",3,2016
"tws","boyd",2016-03-25,2022-02-22 15:00:00,611,0.22,16,10,2016-11-04,5,8,"11/23/16",1120.39,12,3465.093832,1875.856225,"",3,2016
"tws","sevi",2016-03-25,2022-02-22 14:28:00,612,0.28,20,10,2016-11-04,5,8,"11/23/16",1018.87,12,2475.877767,1364.705955,"",3,2016
"tws","atom",2016-03-29,2022-02-22 10:50:00,615,0.3,17,10,2016-11-04,5,8,"11/23/16",6650.04,12,15082.43489,10479.14003,"",3,2016
"tws","fris",2016-03-29,2022-02-22 10:10:00,620,0.26,20,10,2016-11-04,5,8,"11/23/16",5881.17,12,15390.71661,7877.420793,"",3,2016
"tws","bike",2015-08-06,2022-02-22 16:20:00,3,0.18,7,1,2016-10-26,2,8,"11/23/16",313.951,12,1186.746124,1201.473339,"",8,2015
"gn","mend",2015-08-21,2022-02-22 12:13:00,24,0.13,9,1,2016-10-26,2,8,"11/23/16",721.966,12,3778.695093,2148.941256,"",8,2015
"twn","pam",2015-08-24,2022-02-22 09:34:00,28,0.12,6,1,2016-10-26,2,8,"11/23/16",343.701,12,1948.803299,1534.545793,"",8,2015
"gn","pira",2015-08-25,2022-02-22 08:30:00,31,0.12,7,2,2016-10-27,2,8,"11/23/16",345.784,12,1960.614022,1323.296492,"",8,2015
"tws","tatu",2015-08-25,2022-02-22 12:15:00,34,0.17,7,2,2016-10-27,2,8,"11/23/16",298.271,12,1193.797226,1141.466835,"run neat?",8,2015
"gn","dean",2015-09-04,2022-02-22 09:09:00,56,0.21,9,2,2016-10-27,2,8,"11/23/16",NA,12,NA,NA,"run neat?",9,2015
"gn","mend",2015-09-08,2022-02-22 09:42:00,66,0.15,9,2,2016-10-27,2,8,"11/23/16",451.737,12,2049.09862,1344.601098,"",9,2015
"twn","safi",2015-09-09,2022-02-22 09:13:00,69,0.18,7,2,2016-10-27,2,8,"11/23/16",687.673,12,2599.428788,2631.687033,"",9,2015
"gn","dean",2015-09-29,2022-02-22 10:57:00,96,0.09,3,2,2016-10-27,2,8,"11/23/16",296.904,12,2244.615696,2651.215935,"",9,2015
"gn","mole",2015-10-01,2022-02-22 09:52:00,109,0.09,9,11,2016-11-04,2,8,"11/23/16",645.664,12,4881.2665,1921.827353,"",10,2015
"twn","allo",2015-10-01,2022-02-22 10:16:00,111,0.07,9,11,2016-11-04,2,8,"11/23/16",323.942,12,3148.746339,964.2176061,"",10,2015
"tws","tatu",2015-10-13,2022-02-22 16:13:00,170,0.34,10,4,2016-11-01,2,8,"11/23/16",483.857,12,968.2924995,1296.186028,"",10,2015
"tws","tatu",2015-10-15,2022-02-22 14:22:00,176,0.22,6,4,2016-11-01,2,8,"11/23/16",471.064,12,1456.886407,2103.192249,"",10,2015
"twn","ruki",2015-10-20,2022-02-22 09:00:00,183,0.12,6,4,2016-11-01,2,8,"11/23/16",317.745,12,1801.631372,1418.658232,"",10,2015
"tws","bong",2015-10-20,2022-02-22 11:55:00,184,0.16,7,4,2016-11-01,2,8,"11/23/16",411.363,12,1749.33788,1574.263746,"",10,2015
"twn","allo",2015-10-21,2022-02-22 11:14:00,188,0.17,9,11,2016-11-04,2,8,"11/23/16",608.631,12,2435.979359,1811.598144,"",10,2015
"twn","safi",2015-10-22,2022-02-22 11:50:00,196,0.26,7,4,2016-11-01,2,9,"11/24/16",435.971,13,1140.913477,1668.437218,"",10,2015
"tws","blas",2015-10-23,2022-02-22 15:39:00,198,0.05,2,11,2016-11-04,2,9,"11/24/16",80.5903,13,1096.683286,1079.451376,"",10,2015
"tws","blas",2015-10-26,2022-02-22 09:48:00,201,0.16,8,4,2016-11-01,2,9,"11/24/16",790.03,13,3359.63469,2645.476474,"",10,2015
"tws","fris",2015-10-26,2022-02-22 10:12:00,202,0.24,3,4,2016-11-01,2,9,"11/24/16",2240.11,13,6350.772558,20003.15027,"",10,2015
"twn","davi",2015-10-27,2022-02-22 12:00:00,203,0.03,4,11,2016-11-04,2,9,"11/24/16",422.426,13,9580.713263,2829.052175,"",10,2015
"twn","safi",2015-10-27,2022-02-22 11:52:00,205,0.1,8,5,2016-11-01,2,9,"11/24/16",472.728,13,3216.472059,1582.96622,"",10,2015
"tws","tesl",2015-10-28,2022-02-22 12:03:00,207,0.16,8,5,2016-11-01,2,9,"11/24/16",651.149,13,2769.037592,2180.422718,"",10,2015
"gn","dext",2015-10-28,2022-02-22 12:18:00,210,0.18,10,5,2016-11-01,2,9,"11/24/16",572.175,13,2162.842175,1532.777744,"",10,2015
"gn","dean",2015-10-29,2022-02-22 12:34:00,213,0.12,7,5,2016-11-01,2,9,"11/24/16",711.257,13,4032.865741,2721.941713,"",10,2015
"tws","brav",2015-10-29,2022-02-22 11:36:00,215,0.08,8,5,2016-11-01,2,9,"11/24/16",394.141,13,3352.201249,1319.81158,"",10,2015
"tws","dubl",2015-11-03,2022-02-22 12:45:00,218,0.12,8,5,2016-11-01,2,9,"11/24/16",306.769,13,1739.396857,1027.23969,"",11,2015
"tws","peke",2015-11-03,2022-02-22 15:45:00,220,0.08,4,5,2016-11-01,2,9,"11/24/16",239.596,13,2037.783459,1604.611423,"",11,2015
"tws","tesl",2015-11-04,2022-02-22 12:00:00,222,0.2,8,5,2016-11-01,2,9,"11/24/16",516.847,13,1758.330302,1730.702099,"",11,2015
"gn","stel",2015-11-09,2022-02-22 11:30:00,224,0.18,8,5,2016-11-01,2,9,"11/24/16",600.707,13,2270.694166,2011.513786,"",11,2015
"twn","onyx",2015-11-13,2022-02-22 11:12:00,230,0.08,4,5,2016-11-01,2,9,"11/24/16",266.194,13,2264.001612,1782.742337,"",11,2015
"gn","dean",2015-11-18,2022-02-22 14:15:00,239,0.18,8,5,2016-11-01,2,9,"11/24/16",588.509,13,2224.585285,1970.66784,"",11,2015
"twn","ruki",2015-11-24,2022-02-22 10:38:00,249,0.32,7,5,2016-11-01,2,9,"11/24/16",687.078,13,1460.913563,2629.41,"",11,2015
"gn","renl",2015-11-24,2022-02-22 09:45:00,250,0.38,9,5,2016-11-01,2,9,"11/24/16",1427.73,13,2556.412574,4249.657046,"",11,2015
"tws","bike",2015-11-24,2022-02-22 08:30:00,253,0.34,8,5,2016-11-01,2,9,"11/24/16",2544.24,13,5091.521894,8519.584146,"",11,2015
"gn","spor",2015-11-26,2022-02-22 09:35:00,261,0.22,5,5,2016-11-01,2,9,"11/24/16",710.769,13,2198.235684,3808.103829,"",11,2015
"twn","pam",2015-11-26,2022-02-22 12:40:00,263,0.3,8,5,2016-11-01,2,9,"11/24/16",2563.78,13,5814.708623,8585.015346,"",11,2015
"tws","dame",2015-11-27,2022-02-22 11:00:00,265,0.28,8,5,2016-11-01,2,9,"11/24/16",3135.16,13,7618.511626,10498.32541,"",11,2015
"twn","king",2015-12-03,2022-02-22 09:51:00,269,0.06,4,5,2016-11-01,2,9,"11/24/16",197.271,13,2237.074524,1321.15436,"",12,2015
"gn","dean",2015-12-07,2022-02-22 08:46:00,285,0.16,5,6,2016-11-02,2,9,"11/24/16",203.258,13,864.3629075,1089.000179,"",12,2015
"tws","dubl",2015-12-07,2022-02-22 09:26:00,288,0.32,6,6,2016-11-02,2,9,"11/24/16",2315.07,13,4922.464642,10336.25427,"",12,2015
"tws","fris",2015-12-07,2022-02-22 08:30:00,289,0.36,10,6,2016-11-02,2,9,"11/24/16",849.891,13,1606.309345,2276.740524,"",12,2015
"tws","tesl",2015-12-18,2022-02-22 09:20:00,290,0.22,8,6,2016-11-02,2,9,"11/24/16",394.95,13,1221.484313,1322.520579,"",12,2015
"twn","king",2015-12-18,2022-02-22 09:52:00,292,0.26,9,6,2016-11-02,2,9,"11/24/16",530.795,13,1389.062963,1579.91827,"",12,2015
"gn","mend",2015-12-19,2022-02-22 09:20:00,298,0.2,7,6,2016-11-02,2,9,"11/24/16",3110.5,13,10582.02215,11903.7137,"",12,2015
"gn","pira",2015-12-19,2022-02-22 09:00:00,302,0.16,5,6,2016-11-02,2,9,"11/24/16",1342.12,13,5707.419858,7190.707967,"",12,2015
"gn","mayh",2015-12-28,2022-02-22 11:20:00,317,0.08,5,11,2016-11-04,2,9,"11/24/16",228.128,13,1940.247187,1222.246764,"",12,2015
"gn","dext",2015-12-30,2022-02-22 12:12:00,328,0.14,8,6,2016-11-02,2,9,"11/24/16",850.452,13,4133.23623,2847.804207,"",12,2015
"gn","spad",2015-12-31,2022-02-22 10:30:00,338,0.07,5,11,2016-11-04,2,9,"11/24/16",487.784,13,4741.305803,2613.411837,"",12,2015
"tws","bike",2016-01-11,2022-02-22 09:58:00,382,0.18,8,7,2016-11-03,2,9,"11/24/16",747.068,13,2823.944034,2501.614898,"",1,2016
"gn","mole",2016-01-20,2022-02-22 09:44:00,398,0.14,8,7,2016-11-03,2,9,"11/24/16",548.821,13,2667.295557,1837.769507,"",1,2016
"gn","stel",2016-01-20,2022-02-22 08:35:00,399,0.14,8,7,2016-11-03,2,9,"11/24/16",546.242,13,2654.761497,1829.133526,"",1,2016
"tws","tatu",2016-01-25,2022-02-22 11:06:00,412,0.06,6,7,2016-11-03,2,9,"11/24/16",426.287,13,4834.14079,1903.273259,"",1,2016
"gn","stre",2016-02-15,2022-02-22 14:20:00,485,0.04,5,8,2016-11-03,2,9,"11/24/16",2305.64,13,39219.3113,12352.98179,"",2,2016
"gn","renl",2016-02-16,2022-02-22 09:04:00,486,0.1,7,9,2016-11-04,2,9,"11/24/16",5447.82,13,37067.32161,20848.50976,"",2,2016
"gn","mayh",2016-02-18,2022-02-22 09:14:00,496,0.18,10,9,2016-11-04,2,9,"11/24/16",1358.4,13,5134.801084,3638.965854,"",2,2016
"tws","bike",2016-03-08,2022-02-22 09:28:00,521,0.24,9,9,2016-11-04,2,9,"11/24/16",1659.79,13,4705.549631,4940.386676,"",3,2016
"tws","tesl",2016-03-10,2022-02-22 15:30:00,524,0.14,7,9,2016-11-04,2,9,"11/24/16",765.851,13,3722.07144,2930.869971,"",3,2016
"tws","bong",2016-03-10,2022-02-22 15:05:00,525,0.02,3,9,2016-11-04,2,9,"11/24/16",106.565,13,3625.375955,951.576355,"",3,2016
"twn","kabu",2016-03-12,2022-02-22 11:20:00,541,0.16,10,9,2016-11-04,2,9,"11/24/16",796.831,13,3388.556219,2134.600118,"",3,2016
"twn","pam",2016-03-12,2022-02-22 11:55:00,542,0.14,9,9,2016-11-04,2,9,"11/24/16",637.459,13,3098.080355,1897.405063,"",3,2016
"gn","mend",2016-03-12,2022-02-22 10:00:00,543,0.1,3,9,2016-11-04,2,9,"11/24/16",416.4,13,2833.212683,3718.260163,"",3,2016
"gn","ropa",2016-03-16,2022-02-22 15:20:00,569,0.18,6,10,2016-11-04,2,9,"11/24/16",837.668,13,3166.415308,3739.994661,"",3,2016
"gn","pira",2016-03-23,2022-02-22 10:20:00,599,0.14,7,10,2016-11-04,2,9,"11/24/16",3277.73,13,15929.92008,12543.69379,"",3,2016
"tws","bike",2016-03-25,2022-02-22 11:00:00,613,0.16,6,10,2016-11-04,2,9,"11/24/16",480.604,13,2043.788047,2145.786152,"",3,2016
"tws","dubl",2016-03-29,2022-02-22 09:50:00,616,0.26,19,10,2016-11-04,5,9,"11/24/16",4604.39,13,12049.44963,6491.854964,"",3,2016
